"distrito","species","reino","nombre_cientifico","clase","orden","familia","genero","n_registros","fuentes","plataformas","primer_anio","ultimo_anio","n_distritos_total","es_exclusiva","iucn_match_name","iucn_categoria_raw","iucn_id","iucn_categoria","es_amenazada_iucn"
"Limatambo","Weinmannia crassifolia","Flora","Weinmannia crassifolia Ruiz & Pav. ex López","Magnoliopsida","Oxalidales","Cunoniaceae","Weinmannia",2,"GBIF","Otros conjuntos mediados por GBIF",2003,2003,1,TRUE,"Weinmannia crassifolia","Least Concern","62838","Preocupación Menor (LC)",FALSE
"Limatambo","Adelomyia melanogenys","Fauna","Adelomyia melanogenys (Fraser, 1840)","Aves","Apodiformes","Trochilidae","Adelomyia",1,"GBIF","eBird",2019,2019,2,FALSE,"Adelomyia melanogenys","Least Concern","22687696","Preocupación Menor (LC)",FALSE
"Limatambo","Aglaoctenus lagotis","Fauna","Aglaoctenus lagotis","Arachnida","Araneae","Lycosidae","Aglaoctenus",1,"iNaturalist","iNaturalist",2019,2019,2,FALSE,"---","---",NA,"No Evaluada (NE)",FALSE
"Limatambo","Agrius cingulata","Fauna","Agrius cingulata","Insecta","Lepidoptera","Sphingidae","Agrius",1,"iNaturalist","iNaturalist",2022,2022,1,TRUE,"---","---",NA,"No Evaluada (NE)",FALSE
"Limatambo","Alternanthera caracasana","Flora","Alternanthera caracasana Kunth","Magnoliopsida","Caryophyllales","Amaranthaceae","Alternanthera",1,"GBIF","Otros conjuntos mediados por GBIF",1984,1984,1,TRUE,"---","---",NA,"No Evaluada (NE)",FALSE
"Limatambo","Alternanthera paronychioides","Flora","Alternanthera paronychioides A.St.-Hil.","Magnoliopsida","Caryophyllales","Amaranthaceae","Alternanthera",1,"GBIF","Otros conjuntos mediados por GBIF",NA,NA,1,TRUE,"Alternanthera paronychioides","Least Concern","218722702","Preocupación Menor (LC)",FALSE
"Limatambo","Amazona mercenaria","Fauna","Amazona mercenaria (Tschudi, 1844)","Aves","Psittaciformes","Psittacidae","Amazona",1,"GBIF","eBird",2019,2019,2,FALSE,"---","---",NA,"No Evaluada (NE)",FALSE
"Limatambo","Ambonus interrogationis","Fauna","Ambonus interrogationis","Insecta","Coleoptera","Cerambycidae","Ambonus",1,"iNaturalist","iNaturalist",2022,2022,1,TRUE,"---","---",NA,"No Evaluada (NE)",FALSE
"Limatambo","Ambrosia artemisioides","Flora","Ambrosia artemisioides Meyen & Walp.","Magnoliopsida","Asterales","Asteraceae","Ambrosia",1,"GBIF","Otros conjuntos mediados por GBIF",NA,NA,1,TRUE,"---","---",NA,"No Evaluada (NE)",FALSE
"Limatambo","Anas georgica","Fauna","Anas georgica J.F.Gmelin, 1789","Aves","Anseriformes","Anatidae","Anas",1,"GBIF","eBird",2016,2016,8,FALSE,"Anas georgica","Least Concern","22680310","Preocupación Menor (LC)",FALSE
"Limatambo","Anthophora arequipensis","Fauna","Anthophora arequipensis Brèthes, 1920","Insecta","Hymenoptera","Apidae","Anthophora",1,"GBIF","Otros conjuntos mediados por GBIF",1979,1979,1,TRUE,"---","---",NA,"No Evaluada (NE)",FALSE
"Limatambo","Apis mellifera","Fauna","Apis mellifera","Insecta","Hymenoptera","Apidae","Apis",1,"iNaturalist","iNaturalist",2023,2023,4,FALSE,"---","---",NA,"No Evaluada (NE)",FALSE
"Limatambo","Aratinga wagleri","Fauna","Aratinga wagleri minor Carriker, 1933","Aves","Psittaciformes","Psittacidae","Aratinga",1,"GBIF","Otros conjuntos mediados por GBIF",1970,1970,2,FALSE,"---","---",NA,"No Evaluada (NE)",FALSE
"Limatambo","Ardea cocoi","Fauna","Ardea cocoi Linnaeus, 1766","Aves","Pelecaniformes","Ardeidae","Ardea",1,"GBIF","eBird",2024,2024,4,FALSE,"Ardea cocoi","Least Concern","22697001","Preocupación Menor (LC)",FALSE
"Limatambo","Argiope argentata","Fauna","Argiope argentata","Arachnida","Araneae","Araneidae","Argiope",1,"iNaturalist","iNaturalist",2022,2022,1,TRUE,"---","---",NA,"No Evaluada (NE)",FALSE
"Limatambo","Argyrochosma nivea","Flora","Argyrochosma nivea","Polypodiopsida","Polypodiales","Pteridaceae","Argyrochosma",1,"iNaturalist","iNaturalist",2024,2024,1,TRUE,"---","---",NA,"No Evaluada (NE)",FALSE
"Limatambo","Armadillidium vulgare","Fauna","Armadillidium vulgare","Malacostraca","Isopoda","Armadillidiidae","Armadillidium",1,"iNaturalist","iNaturalist",2026,2026,1,TRUE,"---","---",NA,"No Evaluada (NE)",FALSE
"Limatambo","Asthenes virgata","Fauna","Asthenes virgata (P.L.Sclater, 1874)","Aves","Passeriformes","Furnariidae","Asthenes",1,"GBIF","eBird",2022,2022,5,FALSE,"Asthenes virgata","Least Concern","22702575","Preocupación Menor (LC)",FALSE
"Limatambo","Begonia acerifolia","Flora","Begonia acerifolia","Magnoliopsida","Cucurbitales","Begoniaceae","Begonia",1,"iNaturalist","iNaturalist",2026,2026,2,FALSE,"Begonia acerifolia","Near Threatened","43049","Casi Amenazada (NT)",FALSE
"Limatambo","Berberis humbertiana","Flora","Berberis humbertiana","Magnoliopsida","Ranunculales","Berberidaceae","Berberis",1,"iNaturalist","iNaturalist",2022,2022,1,TRUE,"---","---",NA,"No Evaluada (NE)",FALSE
"Limatambo","Bocconia frutescens","Flora","Bocconia frutescens","Magnoliopsida","Ranunculales","Papaveraceae","Bocconia",1,"iNaturalist","iNaturalist",2024,2024,1,TRUE,"Bocconia frutescens","Least Concern","85556702","Preocupación Menor (LC)",FALSE
"Limatambo","Bubo magellanicus","Fauna","Bubo magellanicus (R.Lesson, 1828)","Aves","Strigiformes","Strigidae","Bubo",1,"GBIF","eBird",2023,2023,6,FALSE,"Bubo magellanicus","Least Concern","61752097","Preocupación Menor (LC)",FALSE
"Limatambo","Buteo brachyurus","Fauna","Buteo brachyurus Vieillot, 1816","Aves","Accipitriformes","Accipitridae","Buteo",1,"GBIF","eBird",2017,2017,3,FALSE,"Buteo brachyurus","Least Concern","22695897","Preocupación Menor (LC)",FALSE
"Limatambo","Cacicus cela","Fauna","Cacicus cela (Linnaeus, 1758)","Aves","Passeriformes","Icteridae","Cacicus",1,"GBIF","eBird",2024,2024,2,FALSE,"Cacicus cela","Least Concern","103792683","Preocupación Menor (LC)",FALSE
"Limatambo","Calceolaria sparsiflora","Flora","Calceolaria sparsiflora Kunze","Magnoliopsida","Lamiales","Calceolariaceae","Calceolaria",1,"GBIF","Otros conjuntos mediados por GBIF",2003,2003,2,FALSE,"---","---",NA,"No Evaluada (NE)",FALSE
"Limatambo","Campyloneurum angustifolium","Flora","Polypodium angustifolium Sw.","Polypodiopsida","Polypodiales","Polypodiaceae","Campyloneurum",1,"GBIF","Otros conjuntos mediados por GBIF",1982,1982,1,TRUE,"---","---",NA,"No Evaluada (NE)",FALSE
"Limatambo","Canis lupus","Fauna","Canis familiaris","Mammalia","Carnivora","Canidae","Canis",1,"iNaturalist","iNaturalist",2025,2025,3,FALSE,"Canis lupus","Least Concern","3746","Preocupación Menor (LC)",FALSE
"Limatambo","Castilleja fissifolia","Flora","Castilleja fissifolia","Magnoliopsida","Lamiales","Orobanchaceae","Castilleja",1,"iNaturalist","iNaturalist",2026,2026,1,TRUE,"---","---",NA,"No Evaluada (NE)",FALSE
"Limatambo","Castilleja pumila","Flora","Castilleja pumila","Magnoliopsida","Lamiales","Orobanchaceae","Castilleja",1,"iNaturalist","iNaturalist",2026,2026,3,FALSE,"---","---",NA,"No Evaluada (NE)",FALSE
"Limatambo","Catasticta cora","Fauna","Catasticta cora","Insecta","Lepidoptera","Pieridae","Catasticta",1,"iNaturalist","iNaturalist",2021,2021,1,TRUE,"---","---",NA,"No Evaluada (NE)",FALSE
"Limatambo","Chalcostigma olivaceum","Fauna","Chalcostigma olivaceum (Lawrence, 1864)","Aves","Apodiformes","Trochilidae","Chalcostigma",1,"GBIF","eBird",2019,2019,3,FALSE,"Chalcostigma olivaceum","Least Concern","22688027","Preocupación Menor (LC)",FALSE
"Limatambo","Chalcothraupis ruficervix","Fauna","Chalcothraupis ruficervix (Prévost & Des Murs, 1842)","Aves","Passeriformes","Thraupidae","Chalcothraupis",1,"GBIF","eBird",2019,2019,1,TRUE,"---","---",NA,"No Evaluada (NE)",FALSE
"Limatambo","Cheilanthes incarum","Flora","Cheilanthes incarum Maxon","Polypodiopsida","Polypodiales","Pteridaceae","Cheilanthes",1,"GBIF","Otros conjuntos mediados por GBIF",2003,2003,1,TRUE,"---","---",NA,"No Evaluada (NE)",FALSE
"Limatambo","Chilicola maculipes","Fauna","Chilicola maculipes Michener, 2002","Insecta","Hymenoptera","Colletidae","Chilicola",1,"GBIF","Otros conjuntos mediados por GBIF",1978,1978,1,TRUE,"---","---",NA,"No Evaluada (NE)",FALSE
"Limatambo","Chilicola xanthostoma","Fauna","Chilicola xanthostoma Michener, 2002","Insecta","Hymenoptera","Colletidae","Chilicola",1,"GBIF","Otros conjuntos mediados por GBIF",1978,1978,1,TRUE,"---","---",NA,"No Evaluada (NE)",FALSE
"Limatambo","Chionomesa lactea","Fauna","Chionomesa lactea","Aves","Apodiformes","Trochilidae","Chionomesa",1,"iNaturalist","iNaturalist",2022,2022,1,TRUE,"Chionomesa lactea","Least Concern","22726706","Preocupación Menor (LC)",FALSE
"Limatambo","Chirgus bocchoris","Fauna","Chirgus bocchoris trisignatus","Insecta","Lepidoptera","Hesperiidae","Chirgus",1,"iNaturalist","iNaturalist",2021,2021,1,TRUE,"---","---",NA,"No Evaluada (NE)",FALSE
"Limatambo","Chlorospingus flavopectus","Fauna","Chlorospingus flavopectus (Lafresnaye, 1840)","Aves","Passeriformes","Passerellidae","Chlorospingus",1,"GBIF","eBird",2019,2019,1,TRUE,"Chlorospingus flavopectus","Least Concern","22722162","Preocupación Menor (LC)",FALSE
"Limatambo","Cirsium vulgare","Flora","Cirsium vulgare (Savi) Ten.","Magnoliopsida","Asterales","Asteraceae","Cirsium",1,"GBIF","Otros conjuntos mediados por GBIF",NA,NA,4,FALSE,"---","---",NA,"No Evaluada (NE)",FALSE
"Limatambo","Claravis mondetoura","Fauna","Paraclaravis mondetoura (Bonaparte, 1856)","Aves","Columbiformes","Columbidae","Claravis",1,"GBIF","eBird",2021,2021,1,TRUE,"---","---",NA,"No Evaluada (NE)",FALSE
"Limatambo","Coeligena violifer","Fauna","Coeligena violifer (Gould, 1846)","Aves","Apodiformes","Trochilidae","Coeligena",1,"GBIF","eBird",2019,2019,2,FALSE,"Coeligena violifer","Least Concern","22726750","Preocupación Menor (LC)",FALSE
"Limatambo","Colaptes punctigula","Fauna","Colaptes punctigula (Boddaert, 1783)","Aves","Piciformes","Picidae","Colaptes",1,"GBIF","eBird",2024,2024,1,TRUE,"Colaptes punctigula","Least Concern","22681272","Preocupación Menor (LC)",FALSE
"Limatambo","Colaptes rubiginosus","Fauna","Colaptes rubiginosus (Swainson, 1820)","Aves","Piciformes","Picidae","Colaptes",1,"GBIF","eBird",2023,2023,3,FALSE,"Colaptes rubiginosus","Least Concern","61533973","Preocupación Menor (LC)",FALSE
"Limatambo","Conirostrum binghami","Fauna","Conirostrum binghami (Chapman, 1919)","Aves","Passeriformes","Thraupidae","Conirostrum",1,"GBIF","eBird",2009,2009,4,FALSE,"Conirostrum binghami","Near Threatened","22722114","Casi Amenazada (NT)",FALSE
"Limatambo","Conirostrum ferrugineiventre","Fauna","Conirostrum ferrugineiventre P.L.Sclater, 1855","Aves","Passeriformes","Thraupidae","Conirostrum",1,"GBIF","eBird",2019,2019,3,FALSE,"Conirostrum ferrugineiventre","Least Concern","22722102","Preocupación Menor (LC)",FALSE
"Limatambo","Conopias cinchoneti","Fauna","Conopias cinchoneti (Tschudi, 1844)","Aves","Passeriformes","Tyrannidae","Conopias",1,"GBIF","eBird",2019,2019,1,TRUE,"Conopias cinchoneti","Least Concern","22700560","Preocupación Menor (LC)",FALSE
"Limatambo","Contopus sordidulus","Fauna","Contopus sordidulus P.L.Sclater, 1859","Aves","Passeriformes","Tyrannidae","Contopus",1,"GBIF","eBird",2024,2024,1,TRUE,"Contopus sordidulus","Least Concern","22699811","Preocupación Menor (LC)",FALSE
"Limatambo","Contopus virens","Fauna","Contopus virens (Linnaeus, 1766)","Aves","Passeriformes","Tyrannidae","Contopus",1,"GBIF","eBird",2024,2024,1,TRUE,"Contopus virens","Least Concern","22699816","Preocupación Menor (LC)",FALSE
"Limatambo","Cortaderia hieronymi","Flora","Lamprothyrsus hieronymi (Kuntze) Pilg.","Liliopsida","Poales","Poaceae","Cortaderia",1,"GBIF","Otros conjuntos mediados por GBIF",NA,NA,1,TRUE,"---","---",NA,"No Evaluada (NE)",FALSE
"Limatambo","Cosmos peucedanifolius","Flora","Cosmos peucedanifolius","Magnoliopsida","Asterales","Asteraceae","Cosmos",1,"iNaturalist","iNaturalist",2023,2023,1,TRUE,"---","---",NA,"No Evaluada (NE)",FALSE
"Limatambo","Cranioleuca marcapatae","Fauna","Cranioleuca marcapatae Zimmer, 1935","Aves","Passeriformes","Furnariidae","Cranioleuca",1,"GBIF","Otros conjuntos mediados por GBIF",1982,1982,2,FALSE,"Cranioleuca marcapatae","Least Concern","103674421","Preocupación Menor (LC)",FALSE
"Limatambo","Culcitium canescens","Flora","Culcitium canescens","Magnoliopsida","Asterales","Asteraceae","Culcitium",1,"iNaturalist","iNaturalist",2022,2022,2,FALSE,"---","---",NA,"No Evaluada (NE)",FALSE
"Limatambo","Cyanocorax violaceus","Fauna","Cyanocorax violaceus Du Bus de Gisignies, 1847","Aves","Passeriformes","Corvidae","Cyanocorax",1,"GBIF","eBird",2024,2024,1,TRUE,"Cyanocorax violaceus","Least Concern","22705711","Preocupación Menor (LC)",FALSE
