"id_hotspot","nombre_hotspot","url_ebird","distrito_ubicacion","species","nombre_cientifico","n_observaciones","primer_anio","ultimo_anio","orden","familia","nombre_espanol","nombre_ingles","estatus_residencia","ds_004_2014","iucn_categoria","cites_apendice","es_endemica_peru"
"L13016446","Humedal del Yungaqui","https://ebird.org/hotspot/L13016446/bird-list","Anta","Plegadis ridgwayi","Plegadis ridgwayi (Allen, 1876)",285,2014,2025,"Pelecaniformes","Threskiornithidae","Ibis de la Puna","Puna Ibis","Residente","No Amenazada","Preocupación Menor (LC)","No CITES",FALSE
"L13016446","Humedal del Yungaqui","https://ebird.org/hotspot/L13016446/bird-list","Anta","Anas flavirostris","Anas flavirostris Vieillot, 1816",255,2019,2025,"Anseriformes","Anatidae","Pato Barcino","Yellow-billed Teal","Residente","No Amenazada","Preocupación Menor (LC)","No CITES",FALSE
"L13016446","Humedal del Yungaqui","https://ebird.org/hotspot/L13016446/bird-list","Anta","Spatula cyanoptera","Spatula cyanoptera (Vieillot, 1816)",241,2019,2025,"Anseriformes","Anatidae","Pato Colorado","Cinnamon Teal","Residente","No Amenazada","Preocupación Menor (LC)","No CITES",FALSE
"L13016446","Humedal del Yungaqui","https://ebird.org/hotspot/L13016446/bird-list","Anta","Anas georgica","Anas georgica J.F.Gmelin, 1789",240,2019,2025,"Anseriformes","Anatidae","Pato Jergón","Yellow-billed Pintail","Residente","No Amenazada","Preocupación Menor (LC)","No CITES",FALSE
"L13016446","Humedal del Yungaqui","https://ebird.org/hotspot/L13016446/bird-list","Anta","Bubulcus ibis","Ardea ibis Linnaeus, 1758",235,2013,2024,NA,NA,NA,NA,NA,"No Amenazada","Preocupación Menor (LC)","No CITES",NA
"L13016446","Humedal del Yungaqui","https://ebird.org/hotspot/L13016446/bird-list","Anta","Zonotrichia capensis","Zonotrichia capensis (P.L.S.Müller, 1776)",213,2018,2024,"Passeriformes","Passerellidae","Gorrión de Collar Rufo","Rufous-collared Sparrow","Residente","No Amenazada","Preocupación Menor (LC)","No CITES",FALSE
"L13016446","Humedal del Yungaqui","https://ebird.org/hotspot/L13016446/bird-list","Anta","Chroicocephalus serranus","Chroicocephalus serranus (Tschudi, 1844)",208,2010,2024,"Charadriiformes","Laridae","Gaviota Andina","Andean Gull","Residente","No Amenazada","Preocupación Menor (LC)","No CITES",FALSE
"L13016446","Humedal del Yungaqui","https://ebird.org/hotspot/L13016446/bird-list","Anta","Gallinula chloropus","Gallinula galeata (Lichtenstein & Mhc, 1818)",202,2019,2024,NA,NA,NA,NA,NA,"No Amenazada","Preocupación Menor (LC)","No CITES",NA
"L13016446","Humedal del Yungaqui","https://ebird.org/hotspot/L13016446/bird-list","Anta","Falco sparverius","Falco sparverius Linnaeus, 1758",200,2018,2024,"Falconiformes","Falconidae","Cernícalo Americano","American Kestrel","Residente","No Amenazada","Preocupación Menor (LC)","No CITES",FALSE
"L13016446","Humedal del Yungaqui","https://ebird.org/hotspot/L13016446/bird-list","Anta","Patagioenas maculosa","Patagioenas maculosa (Temminck, 1813)",200,2017,2024,"Columbiformes","Columbidae","Paloma de Ala Moteada","Spot-winged Pigeon","Residente","No Amenazada","Preocupación Menor (LC)","No CITES",FALSE
"L13016446","Humedal del Yungaqui","https://ebird.org/hotspot/L13016446/bird-list","Anta","Spatula puna","Spatula puna (Tschudi, 1844)",197,2019,2024,"Anseriformes","Anatidae","Pato de la Puna","Puna Teal","Residente","No Amenazada","Preocupación Menor (LC)","No CITES",FALSE
"L13016446","Humedal del Yungaqui","https://ebird.org/hotspot/L13016446/bird-list","Anta","Agelasticus thilius","Agelasticus thilius (Molina, 1782)",195,2020,2024,"Passeriformes","Icteridae","Tordo de Ala Amarilla","Yellow-winged Blackbird","Residente","No Amenazada","Preocupación Menor (LC)","No CITES",FALSE
"L13016446","Humedal del Yungaqui","https://ebird.org/hotspot/L13016446/bird-list","Anta","Ardea alba","Ardea alba Linnaeus, 1758",165,2019,2024,"Pelecaniformes","Ardeidae","Garza Grande","Great Egret","Residente","No Amenazada","Preocupación Menor (LC)","No CITES",FALSE
"L13016446","Humedal del Yungaqui","https://ebird.org/hotspot/L13016446/bird-list","Anta","Spinus magellanicus","Spinus magellanicus (Vieillot, 1805)",155,2013,2024,"Passeriformes","Fringillidae","Jilguero Encapuchado","Hooded Siskin","Residente","No Amenazada","Preocupación Menor (LC)","No CITES",FALSE
"L13016446","Humedal del Yungaqui","https://ebird.org/hotspot/L13016446/bird-list","Anta","Vanellus resplendens","Vanellus resplendens (Tschudi, 1843)",155,2010,2024,"Charadriiformes","Charadriidae","Avefría Andina","Andean Lapwing","Residente","No Amenazada","Preocupación Menor (LC)","No CITES",FALSE
"L13016446","Humedal del Yungaqui","https://ebird.org/hotspot/L13016446/bird-list","Anta","Nycticorax nycticorax","Nycticorax nycticorax (Linnaeus, 1758)",147,2019,2024,"Pelecaniformes","Ardeidae","Huaco Común","Black-crowned Night-Heron","Residente","No Amenazada","Preocupación Menor (LC)","No CITES",FALSE
"L13016446","Humedal del Yungaqui","https://ebird.org/hotspot/L13016446/bird-list","Anta","Zenaida auriculata","Zenaida auriculata (Des Murs, 1847)",145,2018,2024,"Columbiformes","Columbidae","Tórtola Orejuda","Eared Dove","Residente","No Amenazada","Preocupación Menor (LC)","No CITES",FALSE
"L13016446","Humedal del Yungaqui","https://ebird.org/hotspot/L13016446/bird-list","Anta","Turdus chiguanco","Turdus chiguanco Orbigny & Lafresnaye, 1837",137,2018,2024,"Passeriformes","Turdidae","Zorzal Chiguanco","Chiguanco Thrush","Residente","No Amenazada","Preocupación Menor (LC)","No CITES",FALSE
"L13016446","Humedal del Yungaqui","https://ebird.org/hotspot/L13016446/bird-list","Anta","Egretta thula","Egretta thula (Molina, 1782)",134,2019,2024,"Pelecaniformes","Ardeidae","Garcita Blanca","Snowy Egret","Residente","No Amenazada","Preocupación Menor (LC)","No CITES",FALSE
"L13016446","Humedal del Yungaqui","https://ebird.org/hotspot/L13016446/bird-list","Anta","Tringa flavipes","Tringa flavipes (J.F.Gmelin, 1789)",126,2019,2024,"Charadriiformes","Scolopacidae","Playero Pata Amarilla Menor","Lesser Yellowlegs","Migratorio","No Amenazada","Vulnerable (VU)","No CITES",FALSE
"L13016446","Humedal del Yungaqui","https://ebird.org/hotspot/L13016446/bird-list","Anta","Tringa melanoleuca","Tringa melanoleuca (J.F.Gmelin, 1789)",125,2019,2024,"Charadriiformes","Scolopacidae","Playero Pata Amarilla Mayor","Greater Yellowlegs","Migratorio","No Amenazada","Casi Amenazada (NT)","No CITES",FALSE
"L13016446","Humedal del Yungaqui","https://ebird.org/hotspot/L13016446/bird-list","Anta","Notiochelidon murina","Orochelidon murina (Cassin, 1853)",114,2019,2024,NA,NA,NA,NA,NA,"No Amenazada","Preocupación Menor (LC)","No CITES",NA
"L13016446","Humedal del Yungaqui","https://ebird.org/hotspot/L13016446/bird-list","Anta","Asio flammeus","Asio flammeus (Pontoppidan, 1763)",104,2021,2024,"Strigiformes","Strigidae","Lechuza de Oreja Corta","Short-eared Owl","Residente","No Amenazada","Preocupación Menor (LC)","No CITES",FALSE
"L13016446","Humedal del Yungaqui","https://ebird.org/hotspot/L13016446/bird-list","Anta","Sicalis luteola","Sicalis luteola (Sparrman, 1789)",100,2019,2024,"Passeriformes","Thraupidae","Chirigüe Común","Grassland Yellow-Finch","Residente","No Amenazada","Preocupación Menor (LC)","No CITES",FALSE
"L13016446","Humedal del Yungaqui","https://ebird.org/hotspot/L13016446/bird-list","Anta","Egretta caerulea","Egretta caerulea (Linnaeus, 1758)",91,2020,2024,"Pelecaniformes","Ardeidae","Garcita Azul","Little Blue Heron","Residente","No Amenazada","Preocupación Menor (LC)","No CITES",FALSE
"L13016446","Humedal del Yungaqui","https://ebird.org/hotspot/L13016446/bird-list","Anta","Pardirallus sanguinolentus","Pardirallus sanguinolentus (Swainson, 1838)",86,2019,2024,"Gruiformes","Rallidae","Rascón Plomizo","Plumbeous Rail","Residente","No Amenazada","Preocupación Menor (LC)","No CITES",FALSE
"L13016446","Humedal del Yungaqui","https://ebird.org/hotspot/L13016446/bird-list","Anta","Falco femoralis","Falco femoralis Temminck, 1822",85,2019,2024,"Falconiformes","Falconidae","Halcón Aplomado","Aplomado Falcon","Residente","No Amenazada","Preocupación Menor (LC)","No CITES",FALSE
"L13016446","Humedal del Yungaqui","https://ebird.org/hotspot/L13016446/bird-list","Anta","Athene cunicularia","Athene cunicularia (Molina, 1782)",72,2020,2024,"Strigiformes","Strigidae","Lechuza Terrestre","Burrowing Owl","Residente","No Amenazada","Preocupación Menor (LC)","No CITES",FALSE
"L13016446","Humedal del Yungaqui","https://ebird.org/hotspot/L13016446/bird-list","Anta","Columba livia","Columba livia J.F.Gmelin, 1789",69,2018,2024,"Columbiformes","Columbidae","Paloma Doméstica","Rock Pigeon","Introducido","No Amenazada","Preocupación Menor (LC)","No CITES",FALSE
"L13016446","Humedal del Yungaqui","https://ebird.org/hotspot/L13016446/bird-list","Anta","Fulica ardesiaca","Fulica ardesiaca Tschudi, 1843",68,2010,2024,"Gruiformes","Rallidae","Gallareta Andina","Slate-colored Coot","Residente","No Amenazada","Preocupación Menor (LC)","No CITES",FALSE
"L13016446","Humedal del Yungaqui","https://ebird.org/hotspot/L13016446/bird-list","Anta","Chloephaga melanoptera","Oressochen melanopterus (Eyton, 1838)",64,2019,2024,NA,NA,NA,NA,NA,"No Amenazada","Preocupación Menor (LC)","No CITES",NA
"L13016446","Humedal del Yungaqui","https://ebird.org/hotspot/L13016446/bird-list","Anta","Calidris melanotos","Calidris melanotos (Vieillot, 1819)",60,2021,2024,"Charadriiformes","Scolopacidae","Playero Pectoral","Pectoral Sandpiper","Migratorio","No Amenazada","Preocupación Menor (LC)","No CITES",FALSE
"L13016446","Humedal del Yungaqui","https://ebird.org/hotspot/L13016446/bird-list","Anta","Conirostrum cinereum","Conirostrum cinereum d'Orbigny & Lafresnaye, 1838",59,2019,2024,"Passeriformes","Thraupidae","Pico-de-Cono Cinéreo","Cinereous Conebill","Residente","No Amenazada","Preocupación Menor (LC)","No CITES",FALSE
"L13016446","Humedal del Yungaqui","https://ebird.org/hotspot/L13016446/bird-list","Anta","Sporophila luctuosa","Sporophila luctuosa (Lafresnaye, 1843)",56,2021,2024,"Passeriformes","Thraupidae","Espiguero Negro y Blanco","Black-and-white Seedeater","Residente","No Amenazada","Preocupación Menor (LC)","No CITES",FALSE
"L13016446","Humedal del Yungaqui","https://ebird.org/hotspot/L13016446/bird-list","Anta","Catamenia analis","Catamenia analis (d'Orbigny & Lafresnaye, 1837)",50,2020,2024,"Passeriformes","Thraupidae","Semillero de Cola Bandeada","Band-tailed Seedeater","Residente","No Amenazada","Preocupación Menor (LC)","No CITES",FALSE
"L13016446","Humedal del Yungaqui","https://ebird.org/hotspot/L13016446/bird-list","Anta","Cathartes aura","Cathartes aura (Linnaeus, 1758)",47,2017,2024,"Cathartiformes","Cathartidae","Gallinazo de Cabeza Roja","Turkey Vulture","Residente","No Amenazada","Preocupación Menor (LC)","No CITES",FALSE
"L13016446","Humedal del Yungaqui","https://ebird.org/hotspot/L13016446/bird-list","Anta","Colibri coruscans","Colibri coruscans (Gould, 1846)",45,2020,2024,"Apodiformes","Trochilidae","Oreja-Violeta de Vientre Azul","Sparkling Violetear","Residente","No Amenazada","Preocupación Menor (LC)","No CITES",FALSE
"L13016446","Humedal del Yungaqui","https://ebird.org/hotspot/L13016446/bird-list","Anta","Phleocryptes melanops","Phleocryptes melanops (Vieillot, 1817)",42,2021,2024,"Passeriformes","Furnariidae","Junquero","Wren-like Rushbird","Residente","No Amenazada","Preocupación Menor (LC)","No CITES",FALSE
"L13016446","Humedal del Yungaqui","https://ebird.org/hotspot/L13016446/bird-list","Anta","Saltator aurantiirostris","Saltator aurantiirostris Vieillot, 1817",42,2019,2024,"Passeriformes","Thraupidae","Saltador de Pico Dorado","Golden-billed Saltator","Residente","No Amenazada","Preocupación Menor (LC)","No CITES",FALSE
"L13016446","Humedal del Yungaqui","https://ebird.org/hotspot/L13016446/bird-list","Anta","Vanellus chilensis","Vanellus chilensis (Molina, 1782)",40,2020,2024,"Charadriiformes","Charadriidae","Avefría Tero","Southern Lapwing","Residente","No Amenazada","Preocupación Menor (LC)","No CITES",FALSE
"L13016446","Humedal del Yungaqui","https://ebird.org/hotspot/L13016446/bird-list","Anta","Diglossa brunneiventris","Diglossa brunneiventris Lafresnaye, 1846",37,2020,2024,"Passeriformes","Thraupidae","Pinchaflor de Garganta Negra","Black-throated Flowerpiercer","Residente","No Amenazada","Preocupación Menor (LC)","No CITES",FALSE
"L13016446","Humedal del Yungaqui","https://ebird.org/hotspot/L13016446/bird-list","Anta","Himantopus mexicanus","Himantopus mexicanus (P.L.S.Müller, 1776)",35,2019,2023,"Charadriiformes","Recurvirostridae","Cigüeñuela de Cuello Negro","Black-necked Stilt","Residente","No Amenazada","Preocupación Menor (LC)","No CITES",FALSE
"L13016446","Humedal del Yungaqui","https://ebird.org/hotspot/L13016446/bird-list","Anta","Troglodytes musculus","Troglodytes musculus J.F.Naumann, 1823",35,2020,2024,"Passeriformes","Troglodytidae","Cucarachero Común Sureño","Southern House-Wren","Residente","No Amenazada","Preocupación Menor (LC)","No CITES",FALSE
"L13016446","Humedal del Yungaqui","https://ebird.org/hotspot/L13016446/bird-list","Anta","Circus cinereus","Circus cinereus Vieillot, 1816",34,2020,2024,"Accipitriformes","Accipitridae","Aguilucho Cenizo","Cinereous Harrier","Residente","No Amenazada","Preocupación Menor (LC)","No CITES",FALSE
"L13016446","Humedal del Yungaqui","https://ebird.org/hotspot/L13016446/bird-list","Anta","Rollandia rolland","Rollandia rolland (Quoy & Gaimard, 1824)",33,2021,2024,"Podicipediformes","Podicipedidae","Zambullidor Pimpollo","White-tufted Grebe","Residente","No Amenazada","Preocupación Menor (LC)","No CITES",FALSE
"L13016446","Humedal del Yungaqui","https://ebird.org/hotspot/L13016446/bird-list","Anta","Phoenicopterus chilensis","Phoenicopterus chilensis Molina, 1782",29,2021,2021,"Phoenicopteriformes","Phoenicopteridae","Flamenco Chileno","Chilean Flamingo","Residente","Casi Amenazado (NT)","Casi Amenazada (NT)","Apéndice II",FALSE
"L13016446","Humedal del Yungaqui","https://ebird.org/hotspot/L13016446/bird-list","Anta","Dendrocygna autumnalis","Dendrocygna autumnalis (Linnaeus, 1758)",27,2019,2022,"Anseriformes","Anatidae","Pato-Silbón de Vientre Negro","Black-bellied Whistling-Duck","Residente","No Amenazada","Preocupación Menor (LC)","No CITES",FALSE
"L13016446","Humedal del Yungaqui","https://ebird.org/hotspot/L13016446/bird-list","Anta","Buteo polyosoma","Geranoaetus polyosoma (Quoy & Gaimard, 1824)",26,2021,2024,NA,NA,NA,NA,NA,"No Amenazada","Preocupación Menor (LC)","Apéndice II",NA
"L13016446","Humedal del Yungaqui","https://ebird.org/hotspot/L13016446/bird-list","Anta","Rauenia bonariensis","Rauenia bonariensis (J.F.Gmelin, 1789)",26,2020,2024,"Passeriformes","Thraupidae","Tangara Azul y Amarilla","Blue-and-yellow Tanager","Residente","No Amenazada","Preocupación Menor (LC)","No CITES",FALSE
"L13016446","Humedal del Yungaqui","https://ebird.org/hotspot/L13016446/bird-list","Anta","Anthus brevirostris","Anthus brevirostris Taczanowski, 1875",25,2021,2024,NA,NA,NA,NA,NA,"No Amenazada","Preocupación Menor (LC)","No CITES",NA
"L13016446","Humedal del Yungaqui","https://ebird.org/hotspot/L13016446/bird-list","Anta","Caracara plancus","Caracara plancus (J.F.Miller, 1777)",24,2021,2025,"Falconiformes","Falconidae","Caracara Crestado","Crested Caracara","Residente","No Amenazada","Preocupación Menor (LC)","No CITES",FALSE
"L13016446","Humedal del Yungaqui","https://ebird.org/hotspot/L13016446/bird-list","Anta","Lessonia oreas","Lessonia oreas (P.L.Sclater & Salvin, 1869)",20,2020,2024,"Passeriformes","Tyrannidae","Negrito Andino","Andean Negrito","Residente","No Amenazada","Preocupación Menor (LC)","No CITES",FALSE
"L13016446","Humedal del Yungaqui","https://ebird.org/hotspot/L13016446/bird-list","Anta","Streptoprocne zonaris","Streptoprocne zonaris (Shaw, 1796)",20,2021,2025,"Apodiformes","Apodidae","Vencejo de Collar Blanco","White-collared Swift","Residente","No Amenazada","Preocupación Menor (LC)","No CITES",FALSE
"L13016446","Humedal del Yungaqui","https://ebird.org/hotspot/L13016446/bird-list","Anta","Phrygilus punensis","Phrygilus punensis Ridgway, 1887",19,2020,2024,"Passeriformes","Thraupidae","Fringilo Peruano","Peruvian Sierra Finch","Residente","No Amenazada","Preocupación Menor (LC)","No CITES",FALSE
"L13016446","Humedal del Yungaqui","https://ebird.org/hotspot/L13016446/bird-list","Anta","Sicalis olivascens","Sicalis olivascens (d'Orbigny & Lafresnaye, 1837)",19,2021,2024,"Passeriformes","Thraupidae","Chirigüe Verdoso","Greenish Yellow-Finch","Residente","No Amenazada","Preocupación Menor (LC)","No CITES",FALSE
"L13016446","Humedal del Yungaqui","https://ebird.org/hotspot/L13016446/bird-list","Anta","Hirundo rustica","Hirundo rustica Linnaeus, 1758",18,2019,2024,"Passeriformes","Hirundinidae","Golondrina Tijereta","Barn Swallow","Migratorio","No Amenazada","Preocupación Menor (LC)","No CITES",FALSE
"L13016446","Humedal del Yungaqui","https://ebird.org/hotspot/L13016446/bird-list","Anta","Metriopelia ceciliae","Metriopelia ceciliae (R.Lesson, 1845)",18,2020,2024,"Columbiformes","Columbidae","Tortolita Moteada","Bare-faced Ground Dove","Residente","No Amenazada","Preocupación Menor (LC)","No CITES",FALSE
"L13016446","Humedal del Yungaqui","https://ebird.org/hotspot/L13016446/bird-list","Anta","Spatula discors","Spatula discors (Linnaeus, 1766)",18,2020,2022,"Anseriformes","Anatidae","Pato de Ala Azul","Blue-winged Teal","Migratorio","No Amenazada","Preocupación Menor (LC)","No CITES",FALSE
"L13016446","Humedal del Yungaqui","https://ebird.org/hotspot/L13016446/bird-list","Anta","Oxyura ferruginea","Oxyura ferruginea (Eyton, 1838)",17,2021,2024,NA,NA,NA,NA,NA,"No Amenazada","Preocupación Menor (LC)","No CITES",NA
"L13016446","Humedal del Yungaqui","https://ebird.org/hotspot/L13016446/bird-list","Anta","Pseudocolopteryx acutipennis","Pseudocolopteryx acutipennis (P.L.Sclater & Salvin, 1873)",17,2021,2022,"Passeriformes","Tyrannidae","Doradito Subtropical","Subtropical Doradito","Residente","No Amenazada","Preocupación Menor (LC)","No CITES",FALSE
"L13016446","Humedal del Yungaqui","https://ebird.org/hotspot/L13016446/bird-list","Anta","Metallura tyrianthina","Metallura tyrianthina (Loddiges, 1832)",16,2021,2024,"Apodiformes","Trochilidae","Colibrí Tirio","Tyrian Metaltail","Residente","No Amenazada","Preocupación Menor (LC)","No CITES",FALSE
"L13016446","Humedal del Yungaqui","https://ebird.org/hotspot/L13016446/bird-list","Anta","Pluvialis dominica","Pluvialis dominica (P.L.S.Müller, 1776)",16,2021,2024,"Charadriiformes","Charadriidae","Chorlo Dorado Americano","American Golden-Plover","Migratorio","No Amenazada","Preocupación Menor (LC)","No CITES",FALSE
"L13016446","Humedal del Yungaqui","https://ebird.org/hotspot/L13016446/bird-list","Anta","Riparia riparia","Riparia riparia (Linnaeus, 1758)",15,2021,2024,"Passeriformes","Hirundinidae","Golondrina Ribereña","Bank Swallow","Migratorio","No Amenazada","Preocupación Menor (LC)","No CITES",FALSE
"L13016446","Humedal del Yungaqui","https://ebird.org/hotspot/L13016446/bird-list","Anta","Lesbia nuna","Lesbia nuna (R.Lesson, 1832)",14,2019,2024,"Apodiformes","Trochilidae","Colibrí de Cola Larga Verde","Green-tailed Trainbearer","Residente","No Amenazada","Preocupación Menor (LC)","No CITES",FALSE
"L13016446","Humedal del Yungaqui","https://ebird.org/hotspot/L13016446/bird-list","Anta","Calidris bairdii","Calidris bairdii (Coues, 1861)",13,2022,2024,"Charadriiformes","Scolopacidae","Playerito de Baird","Baird's Sandpiper","Migratorio","No Amenazada","Preocupación Menor (LC)","No CITES",FALSE
"L13016446","Humedal del Yungaqui","https://ebird.org/hotspot/L13016446/bird-list","Anta","Ochthoeca leucophrys","Ochthoeca leucophrys (Orbigny & Lafresnaye, 1837)",13,2021,2024,"Passeriformes","Tyrannidae","Pitajo de Ceja Blanca","White-browed Chat-Tyrant","Residente","No Amenazada","Preocupación Menor (LC)","No CITES",FALSE
"L13016446","Humedal del Yungaqui","https://ebird.org/hotspot/L13016446/bird-list","Anta","Geranoaetus melanoleucus","Geranoaetus melanoleucus (Vieillot, 1819)",12,2021,2023,"Accipitriformes","Accipitridae","Aguilucho de Pecho Negro","Black-chested Buzzard-Eagle","Residente","No Amenazada","Preocupación Menor (LC)","Apéndice II",FALSE
"L13016446","Humedal del Yungaqui","https://ebird.org/hotspot/L13016446/bird-list","Anta","Rhopospina fruticeti","Rhopospina fruticeti (Kittlitz, 1833)",12,2020,2024,"Passeriformes","Thraupidae","Fringilo de Pecho Negro","Mourning Sierra Finch","Residente","No Amenazada","Preocupación Menor (LC)","No CITES",FALSE
"L13016446","Humedal del Yungaqui","https://ebird.org/hotspot/L13016446/bird-list","Anta","Phalaropus tricolor","Phalaropus tricolor (Vieillot, 1819)",10,2023,2024,"Charadriiformes","Scolopacidae","Faláropo Tricolor","Wilson's Phalarope","Migratorio","No Amenazada","Preocupación Menor (LC)","No CITES",FALSE
"L13016446","Humedal del Yungaqui","https://ebird.org/hotspot/L13016446/bird-list","Anta","Cinclus leucocephalus","Cinclus leucocephalus Tschudi, 1844",9,2021,2024,"Passeriformes","Cinclidae","Mirlo Acuático de Gorro Blanco","White-capped Dipper","Residente","No Amenazada","Preocupación Menor (LC)","No CITES",FALSE
"L13016446","Humedal del Yungaqui","https://ebird.org/hotspot/L13016446/bird-list","Anta","Elaenia albiceps","Elaenia albiceps (Orbigny & Lafresnaye, 1837)",9,2021,2024,"Passeriformes","Tyrannidae","Fío-Fío de Cresta Blanca","White-crested Elaenia","Residente","No Amenazada","Preocupación Menor (LC)","No CITES",FALSE
"L13016446","Humedal del Yungaqui","https://ebird.org/hotspot/L13016446/bird-list","Anta","Lophonetta specularioides","Lophonetta specularioides (P.P.King, 1828)",9,2010,2022,"Anseriformes","Anatidae","Pato Crestón","Crested Duck","Residente","No Amenazada","Preocupación Menor (LC)","No CITES",FALSE
"L13016446","Humedal del Yungaqui","https://ebird.org/hotspot/L13016446/bird-list","Anta","Calidris himantopus","Calidris himantopus (Bonaparte, 1826)",8,2023,2024,"Charadriiformes","Scolopacidae","Playero de Pata Larga","Stilt Sandpiper","Migratorio","No Amenazada","Casi Amenazada (NT)","No CITES",FALSE
"L13016446","Humedal del Yungaqui","https://ebird.org/hotspot/L13016446/bird-list","Anta","Colaptes rupicola","Colaptes rupicola d'Orbigny, 1840",8,2019,2024,"Piciformes","Picidae","Carpintero Andino","Andean Flicker","Residente","No Amenazada","Preocupación Menor (LC)","No CITES",FALSE
"L13016446","Humedal del Yungaqui","https://ebird.org/hotspot/L13016446/bird-list","Anta","Butorides striata","Butorides striata (Linnaeus, 1758)",7,2022,2024,"Pelecaniformes","Ardeidae","Garcita Estriada","Striated Heron","Residente","No Amenazada","Preocupación Menor (LC)","No CITES",FALSE
"L13016446","Humedal del Yungaqui","https://ebird.org/hotspot/L13016446/bird-list","Anta","Aglaeactis cupripennis","Aglaeactis cupripennis (Bourcier, 1843)",6,2021,2021,"Apodiformes","Trochilidae","Rayo-de-Sol Brillante","Shining Sunbeam","Residente","No Amenazada","Preocupación Menor (LC)","No CITES",FALSE
"L13016446","Humedal del Yungaqui","https://ebird.org/hotspot/L13016446/bird-list","Anta","Falco peregrinus","Falco peregrinus Tunstall, 1771",6,2021,2024,"Falconiformes","Falconidae","Halcón Peregrino","Peregrine Falcon","Residente","Casi Amenazado (NT)","Preocupación Menor (LC)","Apéndice I",FALSE
"L13016446","Humedal del Yungaqui","https://ebird.org/hotspot/L13016446/bird-list","Anta","Patagona gigas","Patagona gigas (Vieillot, 1824)",6,2021,2024,"Apodiformes","Trochilidae","Colibrí Gigante Sureño","Southern Giant-Hummingbird","Migratorio","No Amenazada","Preocupación Menor (LC)","No CITES",FALSE
"L13016446","Humedal del Yungaqui","https://ebird.org/hotspot/L13016446/bird-list","Anta","Pheucticus aureoventris","Pheucticus aureoventris (d'Orbigny & Lafresnaye, 1837)",6,2021,2023,"Passeriformes","Cardinalidae","Picogrueso de Dorso Negro","Black-backed Grosbeak","Residente","No Amenazada","Preocupación Menor (LC)","No CITES",FALSE
"L13016446","Humedal del Yungaqui","https://ebird.org/hotspot/L13016446/bird-list","Anta","Tringa solitaria","Tringa solitaria A.Wilson, 1813",6,2021,2021,"Charadriiformes","Scolopacidae","Playero Solitario","Solitary Sandpiper","Migratorio","No Amenazada","Preocupación Menor (LC)","No CITES",FALSE
"L13016446","Humedal del Yungaqui","https://ebird.org/hotspot/L13016446/bird-list","Anta","Accipiter striatus","Accipiter striatus Vieillot, 1808",5,2021,2021,"Accipitriformes","Accipitridae","Gavilán Pajarero","Sharp-shinned Hawk","Residente","No Amenazada","Preocupación Menor (LC)","No CITES",FALSE
"L13016446","Humedal del Yungaqui","https://ebird.org/hotspot/L13016446/bird-list","Anta","Passer domesticus","Passer domesticus (Linnaeus, 1758)",5,2023,2023,"Passeriformes","Passeridae","Gorrión Casero","House Sparrow","Introducido","No Amenazada","Preocupación Menor (LC)","No CITES",FALSE
"L13016446","Humedal del Yungaqui","https://ebird.org/hotspot/L13016446/bird-list","Anta","Phalacrocorax brasilianus","Nannopterum brasilianum (J.F.Gmelin, 1789)",5,2021,2024,"Suliformes","Phalacrocoracidae","Cormorán Neotropical","Neotropic Cormorant","Residente","No Amenazada","Preocupación Menor (LC)","No CITES",FALSE
"L13016446","Humedal del Yungaqui","https://ebird.org/hotspot/L13016446/bird-list","Anta","Theristicus melanopis","Theristicus branickii Berlepsch & Stolzmann, 1894",5,2022,2024,"Pelecaniformes","Threskiornithidae","Bandurria de Cara Negra","Black-faced Ibis","Residente","No Amenazada","Preocupación Menor (LC)","No CITES",FALSE
"L13016446","Humedal del Yungaqui","https://ebird.org/hotspot/L13016446/bird-list","Anta","Actitis macularius","Actitis macularius (Linnaeus, 1766)",4,2020,2022,"Charadriiformes","Scolopacidae","Playero Coleador","Spotted Sandpiper","Migratorio","No Amenazada","Preocupación Menor (LC)","No CITES",FALSE
"L13016446","Humedal del Yungaqui","https://ebird.org/hotspot/L13016446/bird-list","Anta","Glaucidium peruanum","Glaucidium peruanum C.König, 1991",4,2021,2024,"Strigiformes","Strigidae","Lechucita Peruana","Peruvian Pygmy-Owl","Residente","No Amenazada","Preocupación Menor (LC)","No CITES",FALSE
"L13016446","Humedal del Yungaqui","https://ebird.org/hotspot/L13016446/bird-list","Anta","Haplochelidon andecola","Orochelidon andecola (d'Orbigny & Lafresnaye, 1837)",4,2021,2024,NA,NA,NA,NA,NA,"No Amenazada","Preocupación Menor (LC)","No CITES",NA
"L13016446","Humedal del Yungaqui","https://ebird.org/hotspot/L13016446/bird-list","Anta","Pachyramphus validus","Pachyramphus validus (Lichtenstein, 1823)",4,2023,2023,"Passeriformes","Tityridae","Cabezón Crestado","Crested Becard","Residente","No Amenazada","Preocupación Menor (LC)","No CITES",FALSE
"L13016446","Humedal del Yungaqui","https://ebird.org/hotspot/L13016446/bird-list","Anta","Petrochelidon pyrrhonota","Petrochelidon pyrrhonota (Vieillot, 1817)",4,2021,2022,"Passeriformes","Hirundinidae","Golondrina Risquera","Cliff Swallow","Migratorio","No Amenazada","Preocupación Menor (LC)","No CITES",FALSE
