"id_hotspot","nombre_hotspot","url_ebird","distrito_ubicacion","species","nombre_cientifico","n_observaciones","primer_anio","ultimo_anio","orden","familia","nombre_espanol","nombre_ingles","estatus_residencia","ds_004_2014","iucn_categoria","cites_apendice","es_endemica_peru"
"L3483388","Soraypampa","https://ebird.org/hotspot/L3483388/bird-list","Mollepata","Diglossa mystacalis","Diglossa mystacalis Lafresnaye, 1846",5,2011,2024,"Passeriformes","Thraupidae","Pinchaflor Bigotudo","Moustached Flowerpiercer","Residente","No Amenazada","Preocupación Menor (LC)","No CITES",FALSE
"L3483388","Soraypampa","https://ebird.org/hotspot/L3483388/bird-list","Mollepata","Glaucidium peruanum","Glaucidium peruanum C.König, 1991",5,2017,2021,"Strigiformes","Strigidae","Lechucita Peruana","Peruvian Pygmy-Owl","Residente","No Amenazada","Preocupación Menor (LC)","No CITES",FALSE
"L3483388","Soraypampa","https://ebird.org/hotspot/L3483388/bird-list","Mollepata","Lesbia nuna","Lesbia nuna (R.Lesson, 1832)",5,2015,2023,"Apodiformes","Trochilidae","Colibrí de Cola Larga Verde","Green-tailed Trainbearer","Residente","No Amenazada","Preocupación Menor (LC)","No CITES",FALSE
"L3483388","Soraypampa","https://ebird.org/hotspot/L3483388/bird-list","Mollepata","Merganetta armata","Merganetta armata Gould, 1842",5,2019,2022,"Anseriformes","Anatidae","Pato de los Torrentes","Torrent Duck","Residente","No Amenazada","Preocupación Menor (LC)","No CITES",FALSE
"L3483388","Soraypampa","https://ebird.org/hotspot/L3483388/bird-list","Mollepata","Metriopelia ceciliae","Metriopelia ceciliae (R.Lesson, 1845)",5,2014,2020,"Columbiformes","Columbidae","Tortolita Moteada","Bare-faced Ground Dove","Residente","No Amenazada","Preocupación Menor (LC)","No CITES",FALSE
"L3483388","Soraypampa","https://ebird.org/hotspot/L3483388/bird-list","Mollepata","Muscisaxicola albifrons","Muscisaxicola albifrons (Tschudi, 1844)",5,2014,2019,"Passeriformes","Tyrannidae","Dormilona de Frente Blanca","White-fronted Ground-Tyrant","Residente","No Amenazada","Preocupación Menor (LC)","No CITES",FALSE
"L3483388","Soraypampa","https://ebird.org/hotspot/L3483388/bird-list","Mollepata","Muscisaxicola albilora","Muscisaxicola albilora Lafresnaye, 1855",5,2017,2023,"Passeriformes","Tyrannidae","Dormilona de Ceja Blanca","White-browed Ground-Tyrant","Migratorio","No Amenazada","Preocupación Menor (LC)","No CITES",FALSE
"L3483388","Soraypampa","https://ebird.org/hotspot/L3483388/bird-list","Mollepata","Oreonympha nobilis","Oreonympha nobilis Gould, 1869",5,2014,2023,"Apodiformes","Trochilidae","Montañes Barbudo","Bearded Mountaineer","Endémico","No Amenazada","Preocupación Menor (LC)","No CITES",TRUE
"L3483388","Soraypampa","https://ebird.org/hotspot/L3483388/bird-list","Mollepata","Phalacrocorax brasilianus","Nannopterum brasilianum (J.F.Gmelin, 1789)",5,2020,2022,"Suliformes","Phalacrocoracidae","Cormorán Neotropical","Neotropic Cormorant","Residente","No Amenazada","Preocupación Menor (LC)","No CITES",FALSE
"L3483388","Soraypampa","https://ebird.org/hotspot/L3483388/bird-list","Mollepata","Sicalis olivascens","Sicalis olivascens (d'Orbigny & Lafresnaye, 1837)",5,2016,2022,"Passeriformes","Thraupidae","Chirigüe Verdoso","Greenish Yellow-Finch","Residente","No Amenazada","Preocupación Menor (LC)","No CITES",FALSE
"L3483388","Soraypampa","https://ebird.org/hotspot/L3483388/bird-list","Mollepata","Accipiter striatus","Accipiter striatus Vieillot, 1808",4,2014,2022,"Accipitriformes","Accipitridae","Gavilán Pajarero","Sharp-shinned Hawk","Residente","No Amenazada","Preocupación Menor (LC)","No CITES",FALSE
"L3483388","Soraypampa","https://ebird.org/hotspot/L3483388/bird-list","Mollepata","Anairetes alpinus","Anairetes alpinus (Carriker, 1933)",4,2023,2024,"Passeriformes","Tyrannidae","Torito de Pecho Cenizo","Ash-breasted Tit-Tyrant","Residente","En Peligro Crítico (CR)","Vulnerable (VU)","No CITES",FALSE
"L3483388","Soraypampa","https://ebird.org/hotspot/L3483388/bird-list","Mollepata","Conirostrum binghami","Conirostrum binghami (Chapman, 1919)",4,2011,2022,"Passeriformes","Thraupidae","Pico-de-Cono Gigante","Giant Conebill","Residente","No Amenazada","Casi Amenazada (NT)","No CITES",FALSE
"L3483388","Soraypampa","https://ebird.org/hotspot/L3483388/bird-list","Mollepata","Leptasthenura yanacensis","Sylviorthorhynchus yanacensis (Carriker, 1933)",4,2023,2024,NA,NA,NA,NA,NA,"No Amenazada","Preocupación Menor (LC)","No CITES",NA
"L3483388","Soraypampa","https://ebird.org/hotspot/L3483388/bird-list","Mollepata","Margarornis squamiger","Margarornis squamiger (Orbigny & Lafresnaye, 1838)",4,2011,2023,"Passeriformes","Furnariidae","Subepalo Perlado","Pearled Treerunner","Residente","No Amenazada","Preocupación Menor (LC)","No CITES",FALSE
"L3483388","Soraypampa","https://ebird.org/hotspot/L3483388/bird-list","Mollepata","Muscisaxicola flavinucha","Muscisaxicola flavinucha Lafresnaye, 1855",4,2017,2023,"Passeriformes","Tyrannidae","Dormilona de Nuca Ocrácea","Ochre-naped Ground-Tyrant","Migratorio","No Amenazada","Preocupación Menor (LC)","No CITES",FALSE
"L3483388","Soraypampa","https://ebird.org/hotspot/L3483388/bird-list","Mollepata","Rhopospina fruticeti","Rhopospina fruticeti (Kittlitz, 1833)",4,2015,2022,"Passeriformes","Thraupidae","Fringilo de Pecho Negro","Mourning Sierra Finch","Residente","No Amenazada","Preocupación Menor (LC)","No CITES",FALSE
"L3483388","Soraypampa","https://ebird.org/hotspot/L3483388/bird-list","Mollepata","Sicalis uropigyalis","Sicalis uropigyalis (d'Orbigny & Lafresnaye, 1837)",4,2019,2024,NA,NA,NA,NA,NA,"No Amenazada","Preocupación Menor (LC)","No CITES",NA
"L3483388","Soraypampa","https://ebird.org/hotspot/L3483388/bird-list","Mollepata","Spinus olivaceus","Spinus olivaceus von Berlepsch & Stolzmann, 1894",4,2017,2018,"Passeriformes","Fringillidae","Jilguero Oliváceo","Olivaceous Siskin","Residente","No Amenazada","Preocupación Menor (LC)","No CITES",FALSE
"L3483388","Soraypampa","https://ebird.org/hotspot/L3483388/bird-list","Mollepata","Synallaxis azarae","Synallaxis azarae Orbigny, 1835",4,2019,2024,"Passeriformes","Furnariidae","Cola-Espina de Azara","Azara's Spinetail","Residente","No Amenazada","Preocupación Menor (LC)","No CITES",FALSE
"L3483388","Soraypampa","https://ebird.org/hotspot/L3483388/bird-list","Mollepata","Systellura longirostris","Systellura longirostris (Bonaparte, 1825)",4,2014,2022,"Caprimulgiformes","Caprimulgidae","Chotacabras de Ala Bandeada","Band-winged Nightjar","Residente","No Amenazada","Preocupación Menor (LC)","No CITES",FALSE
"L3483388","Soraypampa","https://ebird.org/hotspot/L3483388/bird-list","Mollepata","Turdus serranus","Turdus serranus Tschudi, 1844",4,2019,2023,"Passeriformes","Turdidae","Zorzal Negro-Brilloso","Glossy-black Thrush","Residente","No Amenazada","Preocupación Menor (LC)","No CITES",FALSE
"L3483388","Soraypampa","https://ebird.org/hotspot/L3483388/bird-list","Mollepata","Asthenes urubambensis","Asthenes urubambensis (Chapman, 1919)",3,2019,2019,"Passeriformes","Furnariidae","Canastero de Frente Listada","Line-fronted Canastero","Residente","No Amenazada","Casi Amenazada (NT)","No CITES",FALSE
"L3483388","Soraypampa","https://ebird.org/hotspot/L3483388/bird-list","Mollepata","Bombus funebris","Bombus funebris Smith, 1854",3,2022,2025,NA,NA,NA,NA,NA,"No Amenazada","Preocupación Menor (LC)","No CITES",NA
"L3483388","Soraypampa","https://ebird.org/hotspot/L3483388/bird-list","Mollepata","Cistothorus platensis","Cistothorus platensis (Latham, 1790)",3,2021,2024,"Passeriformes","Troglodytidae","Cucarachero Sabanero","Grass Wren","Residente","No Amenazada","Preocupación Menor (LC)","No CITES",FALSE
"L3483388","Soraypampa","https://ebird.org/hotspot/L3483388/bird-list","Mollepata","Falco peregrinus","Falco peregrinus Tunstall, 1771",3,2016,2018,"Falconiformes","Falconidae","Halcón Peregrino","Peregrine Falcon","Residente","Casi Amenazado (NT)","Preocupación Menor (LC)","Apéndice I",FALSE
"L3483388","Soraypampa","https://ebird.org/hotspot/L3483388/bird-list","Mollepata","Haplophaedia assimilis","Haplophaedia assimilis (D.G.Elliot, 1876)",3,2014,2023,"Apodiformes","Trochilidae","Calzadito de Muslo Anteado","Buff-thighed Puffleg","Residente","No Amenazada","Preocupación Menor (LC)","No CITES",FALSE
"L3483388","Soraypampa","https://ebird.org/hotspot/L3483388/bird-list","Mollepata","Haplospiza rustica","Haplospiza rustica (Tschudi, 1844)",3,2018,2024,"Passeriformes","Thraupidae","Fringilo Pizarroso","Slaty Finch","Residente","No Amenazada","Preocupación Menor (LC)","No CITES",FALSE
"L3483388","Soraypampa","https://ebird.org/hotspot/L3483388/bird-list","Mollepata","Lessonia oreas","Lessonia oreas (P.L.Sclater & Salvin, 1869)",3,2018,2018,"Passeriformes","Tyrannidae","Negrito Andino","Andean Negrito","Residente","No Amenazada","Preocupación Menor (LC)","No CITES",FALSE
"L3483388","Soraypampa","https://ebird.org/hotspot/L3483388/bird-list","Mollepata","Muscisaxicola maculirostris","Muscisaxicola maculirostris Orbigny & Lafresnaye, 1837",3,2014,2021,"Passeriformes","Tyrannidae","Dormilona Chica","Spot-billed Ground-Tyrant","Residente","No Amenazada","Preocupación Menor (LC)","No CITES",FALSE
"L3483388","Soraypampa","https://ebird.org/hotspot/L3483388/bird-list","Mollepata","Myioborus melanocephalus","Myioborus melanocephalus (Tschudi, 1844)",3,2011,2023,"Passeriformes","Parulidae","Candelita de Anteojos","Spectacled Redstart","Residente","No Amenazada","Preocupación Menor (LC)","No CITES",FALSE
"L3483388","Soraypampa","https://ebird.org/hotspot/L3483388/bird-list","Mollepata","Myiotheretes fumigatus","Myiotheretes fumigatus (Boissonneau, 1840)",3,2023,2024,"Passeriformes","Tyrannidae","Ala-Rufa Ahumado","Smoky Bush-Tyrant","Residente","No Amenazada","Preocupación Menor (LC)","No CITES",FALSE
"L3483388","Soraypampa","https://ebird.org/hotspot/L3483388/bird-list","Mollepata","Myiotheretes fuscorufus","Myiotheretes fuscorufus (P.L.Sclater & Salvin, 1876)",3,2021,2023,"Passeriformes","Tyrannidae","Ala-Rufa de Vientre Rufo","Rufous-bellied Bush-Tyrant","Residente","No Amenazada","Preocupación Menor (LC)","No CITES",FALSE
"L3483388","Soraypampa","https://ebird.org/hotspot/L3483388/bird-list","Mollepata","Penelope montagnii","Penelope montagnii (Bonaparte, 1856)",3,2014,2021,"Galliformes","Cracidae","Pava Andina","Andean Guan","Residente","No Amenazada","Preocupación Menor (LC)","No CITES",FALSE
"L3483388","Soraypampa","https://ebird.org/hotspot/L3483388/bird-list","Mollepata","Schizoeaca helleri","Asthenes helleri (Chapman, 1923)",3,2018,2019,NA,NA,NA,NA,NA,"No Amenazada","Preocupación Menor (LC)","No CITES",NA
"L3483388","Soraypampa","https://ebird.org/hotspot/L3483388/bird-list","Mollepata","Spatula puna","Spatula puna (Tschudi, 1844)",3,2013,2022,"Anseriformes","Anatidae","Pato de la Puna","Puna Teal","Residente","No Amenazada","Preocupación Menor (LC)","No CITES",FALSE
"L3483388","Soraypampa","https://ebird.org/hotspot/L3483388/bird-list","Mollepata","Sporathraupis cyanocephala","Sporathraupis cyanocephala (d'Orbigny & Lafresnaye, 1837)",3,2019,2023,"Passeriformes","Thraupidae","Tangara de Gorro Azul","Blue-capped Tanager","Residente","No Amenazada","Preocupación Menor (LC)","No CITES",FALSE
"L3483388","Soraypampa","https://ebird.org/hotspot/L3483388/bird-list","Mollepata","Tangara vassorii","Tangara vassorii (Boissonneau, 1840)",3,2022,2023,"Passeriformes","Thraupidae","Tangara Azul y Negra","Blue-and-black Tanager","Residente","No Amenazada","Preocupación Menor (LC)","No CITES",FALSE
"L3483388","Soraypampa","https://ebird.org/hotspot/L3483388/bird-list","Mollepata","Veniliornis nigriceps","Dryobates nigriceps (d'Orbigny, 1841)",3,2015,2019,NA,NA,NA,NA,NA,"No Amenazada","Preocupación Menor (LC)","No CITES",NA
"L3483388","Soraypampa","https://ebird.org/hotspot/L3483388/bird-list","Mollepata","Vireo olivaceus","Vireo chivi (Vieillot, 1817)",3,2019,2022,"Passeriformes","Vireonidae","Víreo de Ojo Rojo","Red-eyed Vireo","Migratorio","No Amenazada","Preocupación Menor (LC)","No CITES",FALSE
"L3483388","Soraypampa","https://ebird.org/hotspot/L3483388/bird-list","Mollepata","Anairetes agraphia","Uromyias agraphia (Chapman, 1919)",2,2023,2023,NA,NA,NA,NA,NA,"No Amenazada","Preocupación Menor (LC)","No CITES",NA
"L3483388","Soraypampa","https://ebird.org/hotspot/L3483388/bird-list","Mollepata","Boissonneaua matthewsii","Boissonneaua matthewsii (Bourcier, 1847)",2,2019,2019,"Apodiformes","Trochilidae","Colibrí de Pecho Castaño","Chestnut-breasted Coronet","Residente","No Amenazada","Preocupación Menor (LC)","No CITES",FALSE
"L3483388","Soraypampa","https://ebird.org/hotspot/L3483388/bird-list","Mollepata","Bubo magellanicus","Bubo magellanicus (R.Lesson, 1828)",2,2022,2022,"Strigiformes","Strigidae","Búho de Magallanes","Magellanic Horned Owl","Residente","No Amenazada","Preocupación Menor (LC)","No CITES",FALSE
"L3483388","Soraypampa","https://ebird.org/hotspot/L3483388/bird-list","Mollepata","Buthraupis montana","Buthraupis montana (d'Orbigny & Lafresnaye, 1837)",2,2021,2021,"Passeriformes","Thraupidae","Tangara de Montaña Encapuchada","Hooded Mountain Tanager","Residente","No Amenazada","Preocupación Menor (LC)","No CITES",FALSE
"L3483388","Soraypampa","https://ebird.org/hotspot/L3483388/bird-list","Mollepata","Campephilus haematogaster","Campephilus haematogaster (Tschudi, 1844)",2,2021,2021,"Piciformes","Picidae","Carpintero de Vientre Rojo","Crimson-bellied Woodpecker","Residente","No Amenazada","Preocupación Menor (LC)","No CITES",FALSE
"L3483388","Soraypampa","https://ebird.org/hotspot/L3483388/bird-list","Mollepata","Chaetocercus mulsant","Chaetocercus mulsant (Bourcier, 1843)",2,2023,2024,"Apodiformes","Trochilidae","Estrellita de Vientre Blanco","White-bellied Woodstar","Residente","No Amenazada","Preocupación Menor (LC)","No CITES",FALSE
"L3483388","Soraypampa","https://ebird.org/hotspot/L3483388/bird-list","Mollepata","Coeligena torquata","Coeligena torquata (Boissonneau, 1840)",2,2019,2022,"Apodiformes","Trochilidae","Inca Acollarado","Collared Inca","Residente","No Amenazada","Preocupación Menor (LC)","No CITES",FALSE
"L3483388","Soraypampa","https://ebird.org/hotspot/L3483388/bird-list","Mollepata","Diglossa cyanea","Diglossa cyanea (Lafresnaye, 1840)",2,2022,2023,"Passeriformes","Thraupidae","Pinchaflor Enmascarado Canor","Warbling Masked-Flowerpiercer","Residente","No Amenazada","Preocupación Menor (LC)","No CITES",FALSE
"L3483388","Soraypampa","https://ebird.org/hotspot/L3483388/bird-list","Mollepata","Elaenia obscura","Elaenia obscura (Orbigny & Lafresnaye, 1837)",2,2019,2019,"Passeriformes","Tyrannidae","Fío-Fío Oscuro","Highland Elaenia","Residente","No Amenazada","Preocupación Menor (LC)","No CITES",FALSE
"L3483388","Soraypampa","https://ebird.org/hotspot/L3483388/bird-list","Mollepata","Lepidocolaptes lacrymiger","Lepidocolaptes lacrymiger (Des Murs, 1849)",2,2014,2019,"Passeriformes","Furnariidae","Trepador Montano","Montane Woodcreeper","Residente","No Amenazada","Preocupación Menor (LC)","No CITES",FALSE
"L3483388","Soraypampa","https://ebird.org/hotspot/L3483388/bird-list","Mollepata","Nothoprocta taczanowskii","Nothoprocta taczanowskii P.L.Sclater & Salvin, 1875",2,2021,2022,"Tinamiformes","Tinamidae","Perdiz de Taczanowski","Taczanowski's Tinamou","Residente","No Amenazada","Vulnerable (VU)","No CITES",FALSE
"L3483388","Soraypampa","https://ebird.org/hotspot/L3483388/bird-list","Mollepata","Pachyramphus validus","Pachyramphus validus (Lichtenstein, 1823)",2,2016,2019,"Passeriformes","Tityridae","Cabezón Crestado","Crested Becard","Residente","No Amenazada","Preocupación Menor (LC)","No CITES",FALSE
"L3483388","Soraypampa","https://ebird.org/hotspot/L3483388/bird-list","Mollepata","Sporophila luctuosa","Sporophila luctuosa (Lafresnaye, 1843)",2,2019,2019,"Passeriformes","Thraupidae","Espiguero Negro y Blanco","Black-and-white Seedeater","Residente","No Amenazada","Preocupación Menor (LC)","No CITES",FALSE
"L3483388","Soraypampa","https://ebird.org/hotspot/L3483388/bird-list","Mollepata","Xenops genibarbis","Xenops genibarbis Illiger, 1811",2,2015,2015,"Passeriformes","Furnariidae","Pico-Lezna Amazónico","Amazonian Plain-Xenops","Residente","No Amenazada","Preocupación Menor (LC)","No CITES",FALSE
"L3483388","Soraypampa","https://ebird.org/hotspot/L3483388/bird-list","Mollepata","Agriornis andicola","Agriornis albicauda (Philippi & Landbeck, 1863)",1,2018,2018,NA,NA,NA,NA,NA,"No Amenazada","Preocupación Menor (LC)","No CITES",NA
"L3483388","Soraypampa","https://ebird.org/hotspot/L3483388/bird-list","Mollepata","Ancognatha scarabaeoides","Ancognatha scarabaeoides Erichson, 1847",1,2026,2026,NA,NA,NA,NA,NA,"No Amenazada","Preocupación Menor (LC)","No CITES",NA
"L3483388","Soraypampa","https://ebird.org/hotspot/L3483388/bird-list","Mollepata","Anthus bogotensis","Anthus bogotensis P.L.Sclater, 1855",1,2023,2023,"Passeriformes","Motacillidae","Cachirla del Páramo","Paramo Pipit","Residente","No Amenazada","Preocupación Menor (LC)","No CITES",FALSE
"L3483388","Soraypampa","https://ebird.org/hotspot/L3483388/bird-list","Mollepata","Arremon brunneinucha","Arremon brunneinucha (Lafresnaye, 1839)",1,2021,2021,"Passeriformes","Passerellidae","Matorralero de Gorro Castaño","Chestnut-capped Brushfinch","Residente","No Amenazada","Preocupación Menor (LC)","No CITES",FALSE
"L3483388","Soraypampa","https://ebird.org/hotspot/L3483388/bird-list","Mollepata","Asemospiza obscura","Asemospiza obscura (d'Orbigny & Lafresnaye, 1837)",1,2024,2024,"Passeriformes","Thraupidae","Semillero Pardo","Dull-colored Grassquit","Residente","No Amenazada","Preocupación Menor (LC)","No CITES",FALSE
"L3483388","Soraypampa","https://ebird.org/hotspot/L3483388/bird-list","Mollepata","Caracara plancus","Caracara plancus (J.F.Miller, 1777)",1,2018,2018,"Falconiformes","Falconidae","Caracara Crestado","Crested Caracara","Residente","No Amenazada","Preocupación Menor (LC)","No CITES",FALSE
"L3483388","Soraypampa","https://ebird.org/hotspot/L3483388/bird-list","Mollepata","Catamblyrhynchus diadema","Catamblyrhynchus diadema Lafresnaye, 1842",1,2021,2021,"Passeriformes","Thraupidae","Gorro Afelpado","Plushcap","Residente","No Amenazada","Preocupación Menor (LC)","No CITES",FALSE
"L3483388","Soraypampa","https://ebird.org/hotspot/L3483388/bird-list","Mollepata","Cathartes aura","Cathartes aura (Linnaeus, 1758)",1,2018,2018,"Cathartiformes","Cathartidae","Gallinazo de Cabeza Roja","Turkey Vulture","Residente","No Amenazada","Preocupación Menor (LC)","No CITES",FALSE
"L3483388","Soraypampa","https://ebird.org/hotspot/L3483388/bird-list","Mollepata","Catharus ustulatus","Catharus ustulatus (Nuttall, 1840)",1,2018,2018,"Passeriformes","Turdidae","Zorzal de Swainson","Swainson's Thrush","Migratorio","No Amenazada","Preocupación Menor (LC)","No CITES",FALSE
"L3483388","Soraypampa","https://ebird.org/hotspot/L3483388/bird-list","Mollepata","Cinclodes aricomae","Cinclodes aricomae (Carriker, 1932)",1,2023,2023,"Passeriformes","Furnariidae","Churrete Real","Royal Cinclodes","Residente","En Peligro Crítico (CR)","En Peligro (EN)","No CITES",FALSE
"L3483388","Soraypampa","https://ebird.org/hotspot/L3483388/bird-list","Mollepata","Coeligena coeligena","Coeligena coeligena (R.Lesson, 1833)",1,2019,2019,"Apodiformes","Trochilidae","Inca Bronceado","Bronzy Inca","Residente","No Amenazada","Preocupación Menor (LC)","No CITES",FALSE
"L3483388","Soraypampa","https://ebird.org/hotspot/L3483388/bird-list","Mollepata","Conirostrum albifrons","Conirostrum albifrons Lafresnaye, 1842",1,2023,2023,"Passeriformes","Thraupidae","Pico-de-Cono Coronado","Capped Conebill","Residente","No Amenazada","Preocupación Menor (LC)","No CITES",FALSE
"L3483388","Soraypampa","https://ebird.org/hotspot/L3483388/bird-list","Mollepata","Conirostrum sitticolor","Conirostrum sitticolor Lafresnaye, 1840",1,2023,2023,"Passeriformes","Thraupidae","Pico-de-Cono de Dorso Azul","Blue-backed Conebill","Residente","No Amenazada","Preocupación Menor (LC)","No CITES",FALSE
"L3483388","Soraypampa","https://ebird.org/hotspot/L3483388/bird-list","Mollepata","Conirostrum speciosum","Conirostrum speciosum (Temminck, 1824)",1,2024,2024,"Passeriformes","Thraupidae","Pico-de-Cono de Subcaudales Castañas","Chestnut-vented Conebill","Residente","No Amenazada","Preocupación Menor (LC)","No CITES",FALSE
"L3483388","Soraypampa","https://ebird.org/hotspot/L3483388/bird-list","Mollepata","Coragyps atratus","Coragyps atratus (Bechstein, 1793)",1,2014,2014,"Cathartiformes","Cathartidae","Gallinazo de Cabeza Negra","Black Vulture","Residente","No Amenazada","Preocupación Menor (LC)","No CITES",FALSE
"L3483388","Soraypampa","https://ebird.org/hotspot/L3483388/bird-list","Mollepata","Cranioleuca marcapatae","Cranioleuca marcapatae Zimmer, 1935",1,2019,2019,"Passeriformes","Furnariidae","Cola-Espina de Marcapata","Marcapata Spinetail","Endémico","No Amenazada","Preocupación Menor (LC)","No CITES",TRUE
"L3483388","Soraypampa","https://ebird.org/hotspot/L3483388/bird-list","Mollepata","Creurgops dentatus","Creurgops dentatus (P.L.Sclater & Salvin, 1876)",1,2021,2021,"Passeriformes","Thraupidae","Tangara Pizarrosa","Slaty Tanager","Residente","No Amenazada","Preocupación Menor (LC)","No CITES",FALSE
"L3483388","Soraypampa","https://ebird.org/hotspot/L3483388/bird-list","Mollepata","Dacnis cayana","Dacnis cayana (Linnaeus, 1766)",1,2022,2022,"Passeriformes","Thraupidae","Dacnis Azul","Blue Dacnis","Residente","No Amenazada","Preocupación Menor (LC)","No CITES",FALSE
"L3483388","Soraypampa","https://ebird.org/hotspot/L3483388/bird-list","Mollepata","Diglossa caerulescens","Diglossa caerulescens (P.L.Sclater, 1856)",1,2022,2022,"Passeriformes","Thraupidae","Pinchaflor Azulado","Bluish Flowerpiercer","Residente","No Amenazada","Preocupación Menor (LC)","No CITES",FALSE
"L3483388","Soraypampa","https://ebird.org/hotspot/L3483388/bird-list","Mollepata","Drymophila striaticeps","Drymophila striaticeps Chapman, 1912",1,2021,2021,"Passeriformes","Thamnophilidae","Hormiguero de Cabeza Rayada","Streak-headed Antbird","Residente","No Amenazada","Preocupación Menor (LC)","No CITES",FALSE
"L3483388","Soraypampa","https://ebird.org/hotspot/L3483388/bird-list","Mollepata","Dubusia castaneoventris","Dubusia castaneoventris (P.L.Sclater, 1851)",1,2023,2023,"Passeriformes","Thraupidae","Tangara de Montaña de Vientre Castaño","Chestnut-bellied Mountain Tanager","Residente","No Amenazada","Preocupación Menor (LC)","No CITES",FALSE
"L3483388","Soraypampa","https://ebird.org/hotspot/L3483388/bird-list","Mollepata","Empidonomus aurantioatrocristatus","Empidonomus aurantioatrocristatus (Orbigny & Lafresnaye, 1837)",1,2018,2018,"Passeriformes","Tyrannidae","Mosquero-Pizarroso Coronado","Crowned Slaty Flycatcher","Migratorio","No Amenazada","Preocupación Menor (LC)","No CITES",FALSE
"L3483388","Soraypampa","https://ebird.org/hotspot/L3483388/bird-list","Mollepata","Falco rufigularis","Falco rufigularis Daudin, 1800",1,2024,2024,"Falconiformes","Falconidae","Halcón Caza Murciélagos","Bat Falcon","Residente","No Amenazada","Preocupación Menor (LC)","No CITES",FALSE
"L3483388","Soraypampa","https://ebird.org/hotspot/L3483388/bird-list","Mollepata","Gallinago andina","Gallinago andina Taczanowski, 1875",1,2013,2013,"Charadriiformes","Scolopacidae","Becasina de la Puna","Puna Snipe","Residente","No Amenazada","Preocupación Menor (LC)","No CITES",FALSE
"L3483388","Soraypampa","https://ebird.org/hotspot/L3483388/bird-list","Mollepata","Geositta cunicularia","Geositta cunicularia (Vieillot, 1816)",1,2014,2014,"Passeriformes","Furnariidae","Minero Común","Common Miner","Residente","No Amenazada","Preocupación Menor (LC)","No CITES",FALSE
"L3483388","Soraypampa","https://ebird.org/hotspot/L3483388/bird-list","Mollepata","Henicorhina leucophrys","Henicorhina leucophrys (Tschudi, 1844)",1,2014,2014,"Passeriformes","Troglodytidae","Cucarachero-Montés de Pecho Gris","Gray-breasted Wood-Wren","Residente","No Amenazada","Preocupación Menor (LC)","No CITES",FALSE
"L3483388","Soraypampa","https://ebird.org/hotspot/L3483388/bird-list","Mollepata","Hirundo rustica","Hirundo rustica Linnaeus, 1758",1,2018,2018,"Passeriformes","Hirundinidae","Golondrina Tijereta","Barn Swallow","Migratorio","No Amenazada","Preocupación Menor (LC)","No CITES",FALSE
"L3483388","Soraypampa","https://ebird.org/hotspot/L3483388/bird-list","Mollepata","Junonia vestina","Junonia vestina",1,2024,2024,NA,NA,NA,NA,NA,"No Amenazada","Preocupación Menor (LC)","No CITES",NA
"L3483388","Soraypampa","https://ebird.org/hotspot/L3483388/bird-list","Mollepata","Kleinothraupis parodii","Kleinothraupis parodii (Weske & Terborgh, 1974)",1,2014,2014,"Passeriformes","Thraupidae","Hemispingo de Parodi","Parodi's Hemispingus","Endémico","No Amenazada","Casi Amenazada (NT)","No CITES",TRUE
"L3483388","Soraypampa","https://ebird.org/hotspot/L3483388/bird-list","Mollepata","Lagidium viscacia","Lagidium viscacia (Molina, 1782)",1,2026,2026,NA,NA,NA,NA,NA,"No Amenazada","Preocupación Menor (LC)","No CITES",NA
"L3483388","Soraypampa","https://ebird.org/hotspot/L3483388/bird-list","Mollepata","Myioborus miniatus","Myioborus miniatus (Swainson, 1827)",1,2023,2023,"Passeriformes","Parulidae","Candelita de Garganta Plomiza","Slate-throated Redstart","Residente","No Amenazada","Preocupación Menor (LC)","No CITES",FALSE
"L3483388","Soraypampa","https://ebird.org/hotspot/L3483388/bird-list","Mollepata","Myiophobus fasciatus","Myiophobus fasciatus (Statius Muller, 1776)",1,2018,2018,"Passeriformes","Tyrannidae","Mosquerito de Pecho Rayado","Bran-colored Flycatcher","Residente","No Amenazada","Preocupación Menor (LC)","No CITES",FALSE
"L3483388","Soraypampa","https://ebird.org/hotspot/L3483388/bird-list","Mollepata","Myiothlypis luteoviridis","Myiothlypis luteoviridis (Bonaparte, 1845)",1,2023,2023,"Passeriformes","Parulidae","Reinita Citrina","Citrine Warbler","Residente","No Amenazada","Preocupación Menor (LC)","No CITES",FALSE
"L3483388","Soraypampa","https://ebird.org/hotspot/L3483388/bird-list","Mollepata","Myiothlypis signata","Myiothlypis signata (von Berlepsch & Stolzmann, 1906)",1,2018,2018,"Passeriformes","Parulidae","Reinita de Pata Pálida","Pale-legged Warbler","Residente","No Amenazada","Preocupación Menor (LC)","No CITES",FALSE
"L3483388","Soraypampa","https://ebird.org/hotspot/L3483388/bird-list","Mollepata","Odocoileus virginianus","Odocoileus virginianus peruvianus (Gray, 1874)",1,2022,2022,NA,NA,NA,NA,NA,"No Amenazada","Preocupación Menor (LC)","No CITES",NA
"L3483388","Soraypampa","https://ebird.org/hotspot/L3483388/bird-list","Mollepata","Phacellodomus striaticeps","Phacellodomus striaticeps (Orbigny & Lafresnaye, 1838)",1,2014,2014,"Passeriformes","Furnariidae","Espinero de Frente Rayada","Streak-fronted Thornbird","Residente","No Amenazada","Preocupación Menor (LC)","No CITES",FALSE
