"nombre_enviado","reino_enviado","usage_key","accepted_usage_key","scientific_name","canonical_name","rank","status","confidence","match_type","kingdom","phylum","class","order","family","genus","species","consulta_utc"
"Begonia octopetala","Plantae","7303204",NA,"Begonia octopetala L'H<U+00E9>r.","Begonia octopetala","SPECIES","ACCEPTED",100,"EXACT","Plantae","Tracheophyta","Magnoliopsida","Cucurbitales","Begoniaceae","Begonia","Begonia octopetala","2026-08-29 23:33:29 UTC"
"Begonia veitchii","Plantae","7303335",NA,"Begonia veitchii Hook.fil.","Begonia veitchii","SPECIES","ACCEPTED",100,"EXACT","Plantae","Tracheophyta","Magnoliopsida","Cucurbitales","Begoniaceae","Begonia","Begonia veitchii","2026-08-29 23:33:29 UTC"
"Berberis commutata","Plantae","8187882",NA,"Berberis commutata Eichler","Berberis commutata","SPECIES","ACCEPTED",100,"EXACT","Plantae","Tracheophyta","Magnoliopsida","Ranunculales","Berberidaceae","Berberis","Berberis commutata","2026-08-29 23:33:29 UTC"
"Berberis humbertiana","Plantae","3982095",NA,"Berberis humbertiana J.F.Macbr.","Berberis humbertiana","SPECIES","ACCEPTED",100,"EXACT","Plantae","Tracheophyta","Magnoliopsida","Ranunculales","Berberidaceae","Berberis","Berberis humbertiana","2026-08-29 23:33:29 UTC"
"Bidens andicola","Plantae","7338058",NA,"Bidens andicola Kunth","Bidens andicola","SPECIES","ACCEPTED",100,"EXACT","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Bidens","Bidens andicola","2026-08-29 23:33:29 UTC"
"Bletia catenulata","Plantae","2794591",NA,"Bletia catenulata Ruiz & Pav.","Bletia catenulata","SPECIES","ACCEPTED",100,"EXACT","Plantae","Tracheophyta","Liliopsida","Asparagales","Orchidaceae","Bletia","Bletia catenulata","2026-08-29 23:33:29 UTC"
"Bocconia frutescens","Plantae","2888374",NA,"Bocconia frutescens L.","Bocconia frutescens","SPECIES","ACCEPTED",100,"EXACT","Plantae","Tracheophyta","Magnoliopsida","Ranunculales","Papaveraceae","Bocconia","Bocconia frutescens","2026-08-29 23:33:29 UTC"
"Bomarea crocea","Plantae","2754285",NA,"Bomarea crocea (Ruiz & Pav.) Herb.","Bomarea crocea","SPECIES","ACCEPTED",100,"EXACT","Plantae","Tracheophyta","Liliopsida","Liliales","Alstroemeriaceae","Bomarea","Bomarea crocea","2026-08-29 23:33:29 UTC"
"Bomarea dulcis","Plantae","2754111",NA,"Bomarea dulcis (Hook.) Beauverd","Bomarea dulcis","SPECIES","ACCEPTED",100,"EXACT","Plantae","Tracheophyta","Liliopsida","Liliales","Alstroemeriaceae","Bomarea","Bomarea dulcis","2026-08-29 23:33:29 UTC"
"Bomarea formosissima","Plantae","2754288",NA,"Bomarea formosissima (Ruiz & Pav.) Herb.","Bomarea formosissima","SPECIES","ACCEPTED",100,"EXACT","Plantae","Tracheophyta","Liliopsida","Liliales","Alstroemeriaceae","Bomarea","Bomarea formosissima","2026-08-29 23:33:29 UTC"
"Bomarea involucrosa","Plantae","2754278",NA,"Bomarea involucrosa (Herb.) Baker","Bomarea involucrosa","SPECIES","ACCEPTED",100,"EXACT","Plantae","Tracheophyta","Liliopsida","Liliales","Alstroemeriaceae","Bomarea","Bomarea involucrosa","2026-08-29 23:33:29 UTC"
"Brachyotum rostratum","Plantae","3862067",NA,"Brachyotum rostratum (Naudin) Triana","Brachyotum rostratum","SPECIES","ACCEPTED",100,"EXACT","Plantae","Tracheophyta","Magnoliopsida","Myrtales","Melastomataceae","Brachyotum","Brachyotum rostratum","2026-08-29 23:33:29 UTC"
"Brugmansia sanguinea","Plantae","5341760",NA,"Brugmansia sanguinea (Ruiz & Pav.) D.Don","Brugmansia sanguinea","SPECIES","ACCEPTED",100,"EXACT","Plantae","Tracheophyta","Magnoliopsida","Solanales","Solanaceae","Brugmansia","Brugmansia sanguinea","2026-08-29 23:33:29 UTC"
"Buddleja incana","Plantae","7288255",NA,"Buddleja incana Ruiz & Pav.","Buddleja incana","SPECIES","ACCEPTED",100,"EXACT","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Scrophulariaceae","Buddleja","Buddleja incana","2026-08-29 23:33:29 UTC"
"Caiophora chuquitensis","Plantae","4021192",NA,"Caiophora chuquitensis (Meyen) Urb. & Gilg","Caiophora chuquitensis","SPECIES","ACCEPTED",100,"EXACT","Plantae","Tracheophyta","Magnoliopsida","Cornales","Loasaceae","Caiophora","Caiophora chuquitensis","2026-08-29 23:33:29 UTC"
"Calceolaria chaetostemon","Plantae","7638368",NA,"Calceolaria chaetostemon Pennell","Calceolaria chaetostemon","SPECIES","ACCEPTED",100,"EXACT","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Calceolariaceae","Calceolaria","Calceolaria chaetostemon","2026-08-29 23:33:29 UTC"
"Calceolaria engleriana","Plantae","7866117",NA,"Calceolaria engleriana Kraenzl.","Calceolaria engleriana","SPECIES","ACCEPTED",100,"EXACT","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Calceolariaceae","Calceolaria","Calceolaria engleriana","2026-08-29 23:33:29 UTC"
"Calceolaria myriophylla","Plantae","7402855",NA,"Calceolaria myriophylla Kraenzl.","Calceolaria myriophylla","SPECIES","ACCEPTED",100,"EXACT","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Calceolariaceae","Calceolaria","Calceolaria myriophylla","2026-08-29 23:33:29 UTC"
"Calceolaria tripartita","Plantae","3172126",NA,"Calceolaria tripartita Ruiz & Pav.","Calceolaria tripartita","SPECIES","ACCEPTED",100,"EXACT","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Calceolariaceae","Calceolaria","Calceolaria tripartita","2026-08-29 23:33:29 UTC"
"Calceolaria vaccinioides","Plantae","8097711",NA,"Calceolaria vaccinioides Kraenzl.","Calceolaria vaccinioides","SPECIES","ACCEPTED",100,"EXACT","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Calceolariaceae","Calceolaria","Calceolaria vaccinioides","2026-08-29 23:33:29 UTC"
"Callianthe picta","Plantae","7900084",NA,"Callianthe picta (Gillies ex Hook. & Arn.) Donnell","Callianthe picta","SPECIES","ACCEPTED",100,"EXACT","Plantae","Tracheophyta","Magnoliopsida","Malvales","Malvaceae","Callianthe","Callianthe picta","2026-08-29 23:33:29 UTC"
"Cantua buxifolia","Plantae","7294305",NA,"Cantua buxifolia Juss. ex Lam.","Cantua buxifolia","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Magnoliopsida","Ericales","Polemoniaceae","Cantua","Cantua buxifolia","2026-08-29 23:33:29 UTC"
"Cantua flexuosa","Plantae","4057506",NA,"Cantua flexuosa (Ruiz & Pav.) Pers.","Cantua flexuosa","SPECIES","ACCEPTED",100,"EXACT","Plantae","Tracheophyta","Magnoliopsida","Ericales","Polemoniaceae","Cantua","Cantua flexuosa","2026-08-29 23:33:29 UTC"
"Capsella bursa-pastoris","Plantae","5375388",NA,"Capsella bursa-pastoris (L.) Medik.","Capsella bursa-pastoris","SPECIES","ACCEPTED",100,"EXACT","Plantae","Tracheophyta","Magnoliopsida","Brassicales","Brassicaceae","Capsella","Capsella bursa-pastoris","2026-08-29 23:33:29 UTC"
"Capsicum pubescens","Plantae","2932943",NA,"Capsicum pubescens Ruiz & Pav.","Capsicum pubescens","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Magnoliopsida","Solanales","Solanaceae","Capsicum","Capsicum pubescens","2026-08-29 23:33:29 UTC"
"Carex hebetata","Plantae","2728272",NA,"Carex hebetata Boott","Carex hebetata","SPECIES","ACCEPTED",100,"EXACT","Plantae","Tracheophyta","Liliopsida","Poales","Cyperaceae","Carex","Carex hebetata","2026-08-29 23:33:29 UTC"
"Carex pichinchensis","Plantae","2727422",NA,"Carex pichinchensis Kunth","Carex pichinchensis","SPECIES","ACCEPTED",100,"EXACT","Plantae","Tracheophyta","Liliopsida","Poales","Cyperaceae","Carex","Carex pichinchensis","2026-08-29 23:33:29 UTC"
"Castilleja arvensis arvensis","Plantae","11121068",NA,"Castilleja arvensis var. arvensis","Castilleja arvensis arvensis","VARIETY","ACCEPTED",100,"EXACT","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Orobanchaceae","Castilleja","Castilleja arvensis","2026-08-29 23:33:29 UTC"
"Castilleja fissifolia","Plantae","8130967",NA,"Castilleja fissifolia L.fil.","Castilleja fissifolia","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Orobanchaceae","Castilleja","Castilleja fissifolia","2026-08-29 23:33:29 UTC"
"Castilleja laciniata","Plantae","3737109",NA,"Castilleja laciniata Hook. & Arn.","Castilleja laciniata","SPECIES","ACCEPTED",100,"EXACT","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Orobanchaceae","Castilleja","Castilleja laciniata","2026-08-29 23:33:29 UTC"
"Castilleja nubigena","Plantae","7332754",NA,"Castilleja nubigena Kunth","Castilleja nubigena","SPECIES","ACCEPTED",100,"EXACT","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Orobanchaceae","Castilleja","Castilleja nubigena","2026-08-29 23:33:29 UTC"
"Castilleja pumila","Plantae","3735445",NA,"Castilleja pumila (Benth.) Wedd.","Castilleja pumila","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Orobanchaceae","Castilleja","Castilleja pumila","2026-08-29 23:33:29 UTC"
"Castilleja virgata","Plantae","7751178",NA,"Castilleja virgata (Wedd.) Edwin","Castilleja virgata","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Orobanchaceae","Castilleja","Castilleja virgata","2026-08-29 23:33:29 UTC"
"Cerastium crassipes","Plantae","3812547",NA,"Cerastium crassipes Bartl.","Cerastium crassipes","SPECIES","ACCEPTED",100,"EXACT","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Caryophyllaceae","Cerastium","Cerastium crassipes","2026-08-29 23:33:29 UTC"
"Cervantesia tomentosa","Plantae","3788884",NA,"Cervantesia tomentosa Ruiz & Pav.","Cervantesia tomentosa","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Magnoliopsida","Santalales","Cervantesiaceae","Cervantesia","Cervantesia tomentosa","2026-08-29 23:33:29 UTC"
"Cestrum nocturnum","Plantae","2928791",NA,"Cestrum nocturnum L.","Cestrum nocturnum","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Magnoliopsida","Solanales","Solanaceae","Cestrum","Cestrum nocturnum","2026-08-29 23:33:29 UTC"
"Chenopodium quinoa","Plantae","3083935",NA,"Chenopodium quinoa Willd.","Chenopodium quinoa","SPECIES","ACCEPTED",100,"EXACT","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Amaranthaceae","Chenopodium","Chenopodium quinoa","2026-08-29 23:33:29 UTC"
"Chloraea multilineolata","Plantae","5324913",NA,"Chloraea multilineolata C.Schweinf.","Chloraea multilineolata","SPECIES","ACCEPTED",100,"EXACT","Plantae","Tracheophyta","Liliopsida","Asparagales","Orchidaceae","Chloraea","Chloraea multilineolata","2026-08-29 23:33:29 UTC"
"Chloraea reticulata","Plantae","5324830",NA,"Chloraea reticulata Schltr.","Chloraea reticulata","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Liliopsida","Asparagales","Orchidaceae","Chloraea","Chloraea reticulata","2026-08-29 23:33:29 UTC"
"Chromolaena odorata","Plantae","3087725",NA,"Chromolaena odorata (L.) R.M.King & H.Rob.","Chromolaena odorata","SPECIES","ACCEPTED",100,"EXACT","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Chromolaena","Chromolaena odorata","2026-08-29 23:33:29 UTC"
"Chusquea scandens","Plantae","4130186",NA,"Chusquea scandens Kunth","Chusquea scandens","SPECIES","ACCEPTED",100,"EXACT","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","Chusquea","Chusquea scandens","2026-08-29 23:33:29 UTC"
"Cirsium vulgare","Plantae","3112801",NA,"Cirsium vulgare (Savi) Ten.","Cirsium vulgare","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Cirsium","Cirsium vulgare","2026-08-29 23:33:29 UTC"
"Citharexylum herrerae","Plantae","4084391",NA,"Citharexylum herrerae Mansf.","Citharexylum herrerae","SPECIES","ACCEPTED",100,"EXACT","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Verbenaceae","Citharexylum","Citharexylum herrerae","2026-08-29 23:33:29 UTC"
"Cleistocactus pungens","Plantae","3960582",NA,"Cleistocactus pungens F.Ritter","Cleistocactus pungens","SPECIES","ACCEPTED",100,"EXACT","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Cactaceae","Cleistocactus","Cleistocactus pungens","2026-08-29 23:33:29 UTC"
"Cleome lechleri","Plantae","3872102","7544780","Cleome lechleri Eichler","Cleome lechleri","SPECIES","SYNONYM",100,"EXACT","Plantae","Tracheophyta","Magnoliopsida","Brassicales","Cleomaceae","Andinocleome","Andinocleome lechleri","2026-08-29 23:33:29 UTC"
"Cleome longifolia","Plantae","220",NA,"Magnoliopsida","Magnoliopsida","CLASS","ACCEPTED",99,"HIGHERRANK","Plantae","Tracheophyta","Magnoliopsida",NA,NA,NA,NA,"2026-08-29 23:33:29 UTC"
"Clitoria ternatea","Plantae","2946519",NA,"Clitoria ternatea L.","Clitoria ternatea","SPECIES","ACCEPTED",100,"EXACT","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Clitoria","Clitoria ternatea","2026-08-29 23:33:29 UTC"
"Condea tafallae","Plantae","8419415",NA,"Condea tafallae (Benth.) Harley & J.F.B.Pastore","Condea tafallae","SPECIES","ACCEPTED",100,"EXACT","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Lamiaceae","Condea","Condea tafallae","2026-08-29 23:33:29 UTC"
"Conium maculatum","Plantae","3034807",NA,"Conium maculatum L.","Conium maculatum","SPECIES","ACCEPTED",100,"EXACT","Plantae","Tracheophyta","Magnoliopsida","Apiales","Apiaceae","Conium","Conium maculatum","2026-08-29 23:33:29 UTC"
"Coriaria ruscifolia","Plantae","3701768",NA,"Coriaria ruscifolia L.","Coriaria ruscifolia","SPECIES","ACCEPTED",100,"EXACT","Plantae","Tracheophyta","Magnoliopsida","Cucurbitales","Coriariaceae","Coriaria","Coriaria ruscifolia","2026-08-29 23:33:29 UTC"
"Corryocactus erectus","Plantae","3957807",NA,"Corryocactus erectus (Backeb.) F.Ritter","Corryocactus erectus","SPECIES","ACCEPTED",100,"EXACT","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Cactaceae","Corryocactus","Corryocactus erectus","2026-08-29 23:33:29 UTC"
"Cosmos peucedanifolius","Plantae","3098928",NA,"Cosmos peucedanifolius Wedd.","Cosmos peucedanifolius","SPECIES","ACCEPTED",100,"EXACT","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Cosmos","Cosmos peucedanifolius","2026-08-29 23:33:29 UTC"
"Cotula coronopifolia","Plantae","3112110",NA,"Cotula coronopifolia L.","Cotula coronopifolia","SPECIES","ACCEPTED",100,"EXACT","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Cotula","Cotula coronopifolia","2026-08-29 23:33:29 UTC"
"Cranichis ciliata","Plantae","2789755",NA,"Cranichis ciliata Kunth","Cranichis ciliata","SPECIES","ACCEPTED",100,"EXACT","Plantae","Tracheophyta","Liliopsida","Asparagales","Orchidaceae","Cranichis","Cranichis ciliata","2026-08-29 23:33:29 UTC"
"Culcitium canescens","Plantae","3108405",NA,"Culcitium canescens Humb. & Bonpl.","Culcitium canescens","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Culcitium","Culcitium canescens","2026-08-29 23:33:29 UTC"
"Cyrtochilum aureum","Plantae","2832768",NA,"Cyrtochilum aureum (Lindl.) Senghas","Cyrtochilum aureum","SPECIES","ACCEPTED",100,"EXACT","Plantae","Tracheophyta","Liliopsida","Asparagales","Orchidaceae","Cyrtochilum","Cyrtochilum aureum","2026-08-29 23:33:29 UTC"
"Cyrtochilum caespitosum","Plantae","2832976",NA,"Cyrtochilum caespitosum (Rolfe) Dalstr<U+00F6>m","Cyrtochilum caespitosum","SPECIES","ACCEPTED",100,"EXACT","Plantae","Tracheophyta","Liliopsida","Asparagales","Orchidaceae","Cyrtochilum","Cyrtochilum caespitosum","2026-08-29 23:33:29 UTC"
"Cyrtochilum microxiphium","Plantae","2832997",NA,"Cyrtochilum microxiphium (Rchb.f.) Kraenzl.","Cyrtochilum microxiphium","SPECIES","ACCEPTED",100,"EXACT","Plantae","Tracheophyta","Liliopsida","Asparagales","Orchidaceae","Cyrtochilum","Cyrtochilum microxiphium","2026-08-29 23:33:29 UTC"
"Cyrtochilum rhodoneurum","Plantae","2832962",NA,"Cyrtochilum rhodoneurum (Rchb.f.) Dalstr<U+00F6>m","Cyrtochilum rhodoneurum","SPECIES","ACCEPTED",100,"EXACT","Plantae","Tracheophyta","Liliopsida","Asparagales","Orchidaceae","Cyrtochilum","Cyrtochilum rhodoneurum","2026-08-29 23:33:29 UTC"
"Cyrtochilum tetracopis","Plantae","2833097",NA,"Cyrtochilum tetracopis (Rchb.f.) Kraenzl.","Cyrtochilum tetracopis","SPECIES","ACCEPTED",100,"EXACT","Plantae","Tracheophyta","Liliopsida","Asparagales","Orchidaceae","Cyrtochilum","Cyrtochilum tetracopis","2026-08-29 23:33:29 UTC"
"Dalechampia aristolochiifolia","Plantae","3055750",NA,"Dalechampia aristolochiifolia Kunth","Dalechampia aristolochiifolia","SPECIES","ACCEPTED",100,"EXACT","Plantae","Tracheophyta","Magnoliopsida","Malpighiales","Euphorbiaceae","Dalechampia","Dalechampia aristolochiifolia","2026-08-29 23:33:29 UTC"
"Datura stramonium","Plantae","2928751",NA,"Datura stramonium L.","Datura stramonium","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Magnoliopsida","Solanales","Solanaceae","Datura","Datura stramonium","2026-08-29 23:33:29 UTC"
"Daucus montanus","Plantae","8063199",NA,"Daucus montanus Humb. & Bonpl. ex Schult.","Daucus montanus","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Magnoliopsida","Apiales","Apiaceae","Daucus","Daucus montanus","2026-08-29 23:33:29 UTC"
"Delostoma integrifolium","Plantae","4093319",NA,"Delostoma integrifolium D.Don","Delostoma integrifolium","SPECIES","ACCEPTED",100,"EXACT","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Bignoniaceae","Delostoma","Delostoma integrifolium","2026-08-29 23:33:29 UTC"
"Dendrophorbium fortunatum","Plantae","3109937",NA,"Dendrophorbium fortunatum (Cuatrec.) C.Jeffrey","Dendrophorbium fortunatum","SPECIES","ACCEPTED",100,"EXACT","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Dendrophorbium","Dendrophorbium fortunatum","2026-08-29 23:33:29 UTC"
"Descurainia myriophylla","Plantae","3044273",NA,"Descurainia myriophylla (Willd. ex DC.) R.E.Fr.","Descurainia myriophylla","SPECIES","ACCEPTED",100,"EXACT","Plantae","Tracheophyta","Magnoliopsida","Brassicales","Brassicaceae","Descurainia","Descurainia myriophylla","2026-08-29 23:33:29 UTC"
"Desmodium intortum","Plantae","2967846",NA,"Desmodium intortum (Mill.) Urb.","Desmodium intortum","SPECIES","ACCEPTED",100,"EXACT","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Desmodium","Desmodium intortum","2026-08-29 23:33:29 UTC"
"Digitalis purpurea","Plantae","5414995",NA,"Digitalis purpurea L.","Digitalis purpurea","SPECIES","ACCEPTED",100,"EXACT","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Plantaginaceae","Digitalis","Digitalis purpurea","2026-08-29 23:33:29 UTC"
"Distimake weberbaueri","Plantae","9797991",NA,"Distimake weberbaueri (Ooststr.) A.R.Sim<U+00F5>es & Petrongari","Distimake weberbaueri","SPECIES","ACCEPTED",100,"EXACT","Plantae","Tracheophyta","Magnoliopsida","Solanales","Convolvulaceae","Distimake","Distimake weberbaueri","2026-08-29 23:33:29 UTC"
"Duranta armata","Plantae","4084594",NA,"Duranta armata Moldenke","Duranta armata","SPECIES","ACCEPTED",100,"EXACT","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Verbenaceae","Duranta","Duranta armata","2026-08-29 23:33:29 UTC"
"Dysphania ambrosioides","Plantae","5568446",NA,"Dysphania ambrosioides (L.) Mosyakin & Clemants","Dysphania ambrosioides","SPECIES","ACCEPTED",100,"EXACT","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Amaranthaceae","Dysphania","Dysphania ambrosioides","2026-08-29 23:33:29 UTC"
"Elleanthus amethystinus","Plantae","2839368",NA,"Elleanthus amethystinus (Rchb.f. & Warsz.) Rchb.f.","Elleanthus amethystinus","SPECIES","ACCEPTED",100,"EXACT","Plantae","Tracheophyta","Liliopsida","Asparagales","Orchidaceae","Elleanthus","Elleanthus amethystinus","2026-08-29 23:33:29 UTC"
"Elleanthus conifer","Plantae","2839289",NA,"Elleanthus conifer (Rchb.f. & Warsz.) Rchb.f.","Elleanthus conifer","SPECIES","ACCEPTED",100,"EXACT","Plantae","Tracheophyta","Liliopsida","Asparagales","Orchidaceae","Elleanthus","Elleanthus conifer","2026-08-29 23:33:29 UTC"
"Ephedra rupestris","Plantae","2653294",NA,"Ephedra rupestris Benth.","Ephedra rupestris","SPECIES","ACCEPTED",100,"EXACT","Plantae","Tracheophyta","Gnetopsida","Ephedrales","Ephedraceae","Ephedra","Ephedra rupestris","2026-08-29 23:33:29 UTC"
"Epidendrum megagastrium","Plantae","5320719",NA,"Epidendrum megagastrium Lindl.","Epidendrum megagastrium","SPECIES","ACCEPTED",100,"EXACT","Plantae","Tracheophyta","Liliopsida","Asparagales","Orchidaceae","Epidendrum","Epidendrum megagastrium","2026-08-29 23:33:29 UTC"
"Epilobium denticulatum","Plantae","8138456",NA,"Epilobium denticulatum Ruiz & Pav.","Epilobium denticulatum","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Magnoliopsida","Myrtales","Onagraceae","Epilobium","Epilobium denticulatum","2026-08-29 23:33:29 UTC"
"Epiphyllum phyllanthus","Plantae","5384030",NA,"Epiphyllum phyllanthus (L.) Haw.","Epiphyllum phyllanthus","SPECIES","ACCEPTED",100,"EXACT","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Cactaceae","Epiphyllum","Epiphyllum phyllanthus","2026-08-29 23:33:29 UTC"
"Equisetum bogotense","Plantae","7287803",NA,"Equisetum bogotense Kunth","Equisetum bogotense","SPECIES","ACCEPTED",100,"EXACT","Plantae","Tracheophyta","Polypodiopsida","Equisetales","Equisetaceae","Equisetum","Equisetum bogotense","2026-08-29 23:33:29 UTC"
"Equisetum giganteum","Plantae","7287808",NA,"Equisetum giganteum L.","Equisetum giganteum","SPECIES","ACCEPTED",100,"EXACT","Plantae","Tracheophyta","Polypodiopsida","Equisetales","Equisetaceae","Equisetum","Equisetum giganteum","2026-08-29 23:33:29 UTC"
"Erythrina falcata","Plantae","5349565",NA,"Erythrina falcata Benth.","Erythrina falcata","SPECIES","ACCEPTED",100,"EXACT","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Erythrina","Erythrina falcata","2026-08-29 23:33:29 UTC"
"Escallonia herrerae","Plantae","3932988",NA,"Escallonia herrerae Mattf.","Escallonia herrerae","SPECIES","ACCEPTED",100,"EXACT","Plantae","Tracheophyta","Magnoliopsida","Escalloniales","Escalloniaceae","Escallonia","Escallonia herrerae","2026-08-29 23:33:29 UTC"
"Escallonia myrtilloides","Plantae","8376201",NA,"Escallonia myrtilloides L.fil.","Escallonia myrtilloides","SPECIES","ACCEPTED",100,"EXACT","Plantae","Tracheophyta","Magnoliopsida","Escalloniales","Escalloniaceae","Escallonia","Escallonia myrtilloides","2026-08-29 23:33:29 UTC"
"Escallonia resinosa","Plantae","7278651",NA,"Escallonia resinosa (Ruiz & Pav.) Pers.","Escallonia resinosa","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Magnoliopsida","Escalloniales","Escalloniaceae","Escallonia","Escallonia resinosa","2026-08-29 23:33:29 UTC"
"Eschscholzia californica","Plantae","2888380",NA,"Eschscholzia californica Cham.","Eschscholzia californica","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Magnoliopsida","Ranunculales","Papaveraceae","Eschscholzia","Eschscholzia californica","2026-08-29 23:33:29 UTC"
"Eucalyptus globulus","Plantae","3176787",NA,"Eucalyptus globulus Labill.","Eucalyptus globulus","SPECIES","ACCEPTED",100,"EXACT","Plantae","Tracheophyta","Magnoliopsida","Myrtales","Myrtaceae","Eucalyptus","Eucalyptus globulus","2026-08-29 23:33:29 UTC"
"Euphorbia laurifolia","Plantae","3067842",NA,"Euphorbia laurifolia Juss. ex Lam.","Euphorbia laurifolia","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Magnoliopsida","Malpighiales","Euphorbiaceae","Euphorbia","Euphorbia laurifolia","2026-08-29 23:33:29 UTC"
"Euphorbia pulcherrima","Plantae","3066465",NA,"Euphorbia pulcherrima Willd. ex Klotzsch","Euphorbia pulcherrima","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Magnoliopsida","Malpighiales","Euphorbiaceae","Euphorbia","Euphorbia pulcherrima","2026-08-29 23:33:29 UTC"
"Eustephia coccinea","Plantae","2860375",NA,"Eustephia coccinea Cav.","Eustephia coccinea","SPECIES","ACCEPTED",100,"EXACT","Plantae","Tracheophyta","Liliopsida","Asparagales","Amaryllidaceae","Eustephia","Eustephia coccinea","2026-08-29 23:33:29 UTC"
"Foeniculum vulgare","Plantae","3034922",NA,"Foeniculum vulgare Mill.","Foeniculum vulgare","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Magnoliopsida","Apiales","Apiaceae","Foeniculum","Foeniculum vulgare","2026-08-29 23:33:29 UTC"
"Fuchsia apetala","Plantae","6029067",NA,"Fuchsia apetala Ruiz & Pav.","Fuchsia apetala","SPECIES","ACCEPTED",100,"EXACT","Plantae","Tracheophyta","Magnoliopsida","Myrtales","Onagraceae","Fuchsia","Fuchsia apetala","2026-08-29 23:33:29 UTC"
"Fuchsia boliviana","Plantae","5938225",NA,"Fuchsia boliviana Carri<U+00E8>re","Fuchsia boliviana","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Magnoliopsida","Myrtales","Onagraceae","Fuchsia","Fuchsia boliviana","2026-08-29 23:33:29 UTC"
"Furcraea andina","Plantae","2769788",NA,"Furcraea andina Trel.","Furcraea andina","SPECIES","ACCEPTED",100,"EXACT","Plantae","Tracheophyta","Liliopsida","Asparagales","Asparagaceae","Furcraea","Furcraea andina","2026-08-29 23:33:29 UTC"
"Galinsoga quadriradiata","Plantae","8298495",NA,"Galinsoga quadriradiata Ruiz & Pav.","Galinsoga quadriradiata","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Galinsoga","Galinsoga quadriradiata","2026-08-29 23:33:29 UTC"
"Galium hypocarpium","Plantae","2914207",NA,"Galium hypocarpium (L.) Endl. ex Griseb.","Galium hypocarpium","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Magnoliopsida","Gentianales","Rubiaceae","Galium","Galium hypocarpium","2026-08-29 23:33:29 UTC"
